Period,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price
1Y,CLG09 Comdty,2/2009,98.17,CLG09 Comdty,2/2009,112.11,CLG09 Comdty,2/2009,126.66,CLG09 Comdty,2/2009,142.65,CLG09 Comdty,2/2009,127.44,CLG09 Comdty,2/2009,108.15,CLG09 Comdty,2/2009,97,CLG09 Comdty,2/2009,87.77
13M,CLH09 Comdty,3/2009,98.41,CLH09 Comdty,3/2009,112.59,CLH09 Comdty,3/2009,126.66,CLH09 Comdty,3/2009,142.65,CLH09 Comdty,3/2009,127.24,CLH09 Comdty,3/2009,107.76,CLH09 Comdty,3/2009,96.65,CLH09 Comdty,3/2009,87.65
14M,CLJ09 Comdty,4/2009,98.68,CLJ09 Comdty,4/2009,113.01,CLJ09 Comdty,4/2009,126.6,CLJ09 Comdty,4/2009,142.52,CLJ09 Comdty,4/2009,127.04,CLJ09 Comdty,4/2009,107.38,CLJ09 Comdty,4/2009,96.34,CLJ09 Comdty,4/2009,87.53
15M,CLK09 Comdty,5/2009,99.01,CLK09 Comdty,5/2009,113.36,CLK09 Comdty,5/2009,126.47,CLK09 Comdty,5/2009,142.37,CLK09 Comdty,5/2009,126.86,CLK09 Comdty,5/2009,107.04,CLK09 Comdty,5/2009,96.03,CLK09 Comdty,5/2009,87.41
16M,CLM09 Comdty,6/2009,99.34,CLM09 Comdty,6/2009,113.62,CLM09 Comdty,6/2009,126.32,CLM09 Comdty,6/2009,142.18,CLM09 Comdty,6/2009,126.68,CLM09 Comdty,6/2009,106.72,CLM09 Comdty,6/2009,95.75,CLM09 Comdty,6/2009,87.32
17M,CLN09 Comdty,7/2009,99.62,CLN09 Comdty,7/2009,113.84,CLN09 Comdty,7/2009,126.15,CLN09 Comdty,7/2009,141.96,CLN09 Comdty,7/2009,126.5,CLN09 Comdty,7/2009,106.43,CLN09 Comdty,7/2009,95.49,CLN09 Comdty,7/2009,87.23
18M,CLQ09 Comdty,8/2009,99.9,CLQ09 Comdty,8/2009,114.02,CLQ09 Comdty,8/2009,125.97,CLQ09 Comdty,8/2009,141.74,CLQ09 Comdty,8/2009,126.33,CLQ09 Comdty,8/2009,106.17,CLQ09 Comdty,8/2009,95.27,CLQ09 Comdty,8/2009,87.14
19M,CLU09 Comdty,9/2009,100.18,CLU09 Comdty,9/2009,114.15,CLU09 Comdty,9/2009,125.79,CLU09 Comdty,9/2009,141.53,CLU09 Comdty,9/2009,126.16,CLU09 Comdty,9/2009,105.92,CLU09 Comdty,9/2009,95.07,CLU09 Comdty,9/2009,87.05
20M,CLV09 Comdty,10/2009,100.46,CLV09 Comdty,10/2009,114.25,CLV09 Comdty,10/2009,125.62,CLV09 Comdty,10/2009,141.32,CLV09 Comdty,10/2009,125.99,CLV09 Comdty,10/2009,105.71,CLV09 Comdty,10/2009,94.9,CLV09 Comdty,10/2009,86.96
21M,CLX09 Comdty,11/2009,100.73,CLX09 Comdty,11/2009,114.32,CLX09 Comdty,11/2009,125.45,CLX09 Comdty,11/2009,141.12,CLX09 Comdty,11/2009,125.84,CLX09 Comdty,11/2009,105.51,CLX09 Comdty,11/2009,94.74,CLX09 Comdty,11/2009,86.88
22M,CLZ09 Comdty,12/2009,100.99,CLZ09 Comdty,12/2009,114.37,CLZ09 Comdty,12/2009,125.29,CLZ09 Comdty,12/2009,140.9,CLZ09 Comdty,12/2009,125.73,CLZ09 Comdty,12/2009,105.36,CLZ09 Comdty,12/2009,94.58,CLZ09 Comdty,12/2009,86.8
23M,CLF10 Comdty,1/2010,101.2,CLF10 Comdty,1/2010,114.43,CLF10 Comdty,1/2010,125.11,CLF10 Comdty,1/2010,140.63,CLF10 Comdty,1/2010,125.56,CLF10 Comdty,1/2010,105.15,CLF10 Comdty,1/2010,94.4,CLF10 Comdty,1/2010,86.74
2Y,CLG10 Comdty,2/2010,101.41,CLG10 Comdty,2/2010,114.49,CLG10 Comdty,2/2010,124.94,CLG10 Comdty,2/2010,140.45,CLG10 Comdty,2/2010,125.44,CLG10 Comdty,2/2010,104.98,CLG10 Comdty,2/2010,94.27,CLG10 Comdty,2/2010,86.71
25M,CLH10 Comdty,3/2010,101.62,CLH10 Comdty,3/2010,114.55,CLH10 Comdty,3/2010,124.78,CLH10 Comdty,3/2010,140.27,CLH10 Comdty,3/2010,125.32,CLH10 Comdty,3/2010,104.83,CLH10 Comdty,3/2010,94.14,CLH10 Comdty,3/2010,86.68
26M,CLJ10 Comdty,4/2010,101.81,CLJ10 Comdty,4/2010,114.61,CLJ10 Comdty,4/2010,124.64,CLJ10 Comdty,4/2010,140.11,CLJ10 Comdty,4/2010,125.22,CLJ10 Comdty,4/2010,104.7,CLJ10 Comdty,4/2010,94.01,CLJ10 Comdty,4/2010,86.65
27M,CLK10 Comdty,5/2010,101.92,CLK10 Comdty,5/2010,114.67,CLK10 Comdty,5/2010,124.5,CLK10 Comdty,5/2010,139.95,CLK10 Comdty,5/2010,125.13,CLK10 Comdty,5/2010,104.58,CLK10 Comdty,5/2010,93.88,CLK10 Comdty,5/2010,86.62
28M,CLM10 Comdty,6/2010,102.03,CLM10 Comdty,6/2010,114.73,CLM10 Comdty,6/2010,124.36,CLM10 Comdty,6/2010,139.79,CLM10 Comdty,6/2010,125.04,CLM10 Comdty,6/2010,104.46,CLM10 Comdty,6/2010,93.75,CLM10 Comdty,6/2010,86.59
29M,CLN10 Comdty,7/2010,102.13,CLN10 Comdty,7/2010,114.78,CLN10 Comdty,7/2010,124.24,CLN10 Comdty,7/2010,139.63,CLN10 Comdty,7/2010,124.98,CLN10 Comdty,7/2010,104.39,CLN10 Comdty,7/2010,93.67,CLN10 Comdty,7/2010,86.59
30M,CLQ10 Comdty,8/2010,102.23,CLQ10 Comdty,8/2010,114.83,CLQ10 Comdty,8/2010,124.13,CLQ10 Comdty,8/2010,139.47,CLQ10 Comdty,8/2010,124.93,CLQ10 Comdty,8/2010,104.34,CLQ10 Comdty,8/2010,93.61,CLQ10 Comdty,8/2010,86.6
31M,CLU10 Comdty,9/2010,102.31,CLU10 Comdty,9/2010,114.87,CLU10 Comdty,9/2010,124.03,CLU10 Comdty,9/2010,139.31,CLU10 Comdty,9/2010,124.88,CLU10 Comdty,9/2010,104.28,CLU10 Comdty,9/2010,93.56,CLU10 Comdty,9/2010,86.62
32M,CLV10 Comdty,10/2010,102.39,CLV10 Comdty,10/2010,114.91,CLV10 Comdty,10/2010,123.94,CLV10 Comdty,10/2010,139.15,CLV10 Comdty,10/2010,124.84,CLV10 Comdty,10/2010,104.22,CLV10 Comdty,10/2010,93.52,CLV10 Comdty,10/2010,86.64
33M,CLX10 Comdty,11/2010,102.45,CLX10 Comdty,11/2010,114.95,CLX10 Comdty,11/2010,123.86,CLX10 Comdty,11/2010,138.99,CLX10 Comdty,11/2010,124.8,CLX10 Comdty,11/2010,104.16,CLX10 Comdty,11/2010,93.49,CLX10 Comdty,11/2010,86.66
34M,CLZ10 Comdty,12/2010,102.51,CLZ10 Comdty,12/2010,114.99,CLZ10 Comdty,12/2010,123.78,CLZ10 Comdty,12/2010,138.87,CLZ10 Comdty,12/2010,124.77,CLZ10 Comdty,12/2010,104.14,CLZ10 Comdty,12/2010,93.46,CLZ10 Comdty,12/2010,86.68
35M,CLF11 Comdty,1/2011,102.53,CLF11 Comdty,1/2011,115.01,CLF11 Comdty,1/2011,123.64,CLF11 Comdty,1/2011,138.71,CLF11 Comdty,1/2011,124.71,CLF11 Comdty,1/2011,104.05,CLF11 Comdty,1/2011,93.45,CLF11 Comdty,1/2011,86.7
3Y,CLG11 Comdty,2/2011,102.56,CLG11 Comdty,2/2011,115.03,CLG11 Comdty,2/2011,123.51,CLG11 Comdty,2/2011,138.55,CLG11 Comdty,2/2011,124.68,CLG11 Comdty,2/2011,103.98,CLG11 Comdty,2/2011,93.44,CLG11 Comdty,2/2011,86.72
37M,CLH11 Comdty,3/2011,102.59,CLH11 Comdty,3/2011,115.05,CLH11 Comdty,3/2011,123.39,CLH11 Comdty,3/2011,138.4,CLH11 Comdty,3/2011,124.66,CLH11 Comdty,3/2011,103.91,CLH11 Comdty,3/2011,93.42,CLH11 Comdty,3/2011,86.74
38M,CLJ11 Comdty,4/2011,102.62,CLJ11 Comdty,4/2011,115.07,CLJ11 Comdty,4/2011,123.27,CLJ11 Comdty,4/2011,138.25,CLJ11 Comdty,4/2011,124.66,CLJ11 Comdty,4/2011,103.85,CLJ11 Comdty,4/2011,93.39,CLJ11 Comdty,4/2011,86.77
39M,CLK11 Comdty,5/2011,102.65,CLK11 Comdty,5/2011,115.09,CLK11 Comdty,5/2011,123.16,CLK11 Comdty,5/2011,138.1,CLK11 Comdty,5/2011,124.67,CLK11 Comdty,5/2011,103.8,CLK11 Comdty,5/2011,93.36,CLK11 Comdty,5/2011,86.8
40M,CLM11 Comdty,6/2011,102.68,CLM11 Comdty,6/2011,115.11,CLM11 Comdty,6/2011,123.05,CLM11 Comdty,6/2011,137.98,CLM11 Comdty,6/2011,124.68,CLM11 Comdty,6/2011,103.75,CLM11 Comdty,6/2011,93.33,CLM11 Comdty,6/2011,86.84
41M,CLN11 Comdty,7/2011,102.71,CLN11 Comdty,7/2011,115.13,CLN11 Comdty,7/2011,122.95,CLN11 Comdty,7/2011,137.87,CLN11 Comdty,7/2011,124.7,CLN11 Comdty,7/2011,103.72,CLN11 Comdty,7/2011,93.3,CLN11 Comdty,7/2011,86.88
42M,CLQ11 Comdty,8/2011,102.74,CLQ11 Comdty,8/2011,115.16,CLQ11 Comdty,8/2011,122.85,CLQ11 Comdty,8/2011,137.78,CLQ11 Comdty,8/2011,124.72,CLQ11 Comdty,8/2011,103.7,CLQ11 Comdty,8/2011,93.27,CLQ11 Comdty,8/2011,86.92
43M,CLU11 Comdty,9/2011,102.77,CLU11 Comdty,9/2011,115.19,CLU11 Comdty,9/2011,122.75,CLU11 Comdty,9/2011,137.71,CLU11 Comdty,9/2011,124.75,CLU11 Comdty,9/2011,103.69,CLU11 Comdty,9/2011,93.24,CLU11 Comdty,9/2011,86.96
44M,CLV11 Comdty,10/2011,102.8,CLV11 Comdty,10/2011,115.22,CLV11 Comdty,10/2011,122.66,CLV11 Comdty,10/2011,137.64,CLV11 Comdty,10/2011,124.78,CLV11 Comdty,10/2011,103.68,CLV11 Comdty,10/2011,93.22,CLV11 Comdty,10/2011,87
45M,CLX11 Comdty,11/2011,102.83,CLX11 Comdty,11/2011,115.26,CLX11 Comdty,11/2011,122.57,CLX11 Comdty,11/2011,137.58,CLX11 Comdty,11/2011,124.81,CLX11 Comdty,11/2011,103.68,CLX11 Comdty,11/2011,93.2,CLX11 Comdty,11/2011,87.04
46M,CLZ11 Comdty,12/2011,102.87,CLZ11 Comdty,12/2011,115.3,CLZ11 Comdty,12/2011,122.49,CLZ11 Comdty,12/2011,137.52,CLZ11 Comdty,12/2011,124.84,CLZ11 Comdty,12/2011,103.71,CLZ11 Comdty,12/2011,93.18,CLZ11 Comdty,12/2011,87.08
47M,CLF12 Comdty,1/2012,102.9,CLF12 Comdty,1/2012,115.31,CLF12 Comdty,1/2012,122.4,CLF12 Comdty,1/2012,137.46,CLF12 Comdty,1/2012,124.86,CLF12 Comdty,1/2012,103.7,CLF12 Comdty,1/2012,93.17,CLF12 Comdty,1/2012,87.12
4Y,CLG12 Comdty,2/2012,102.93,CLG12 Comdty,2/2012,115.32,CLG12 Comdty,2/2012,122.32,CLG12 Comdty,2/2012,137.4,CLG12 Comdty,2/2012,124.88,CLG12 Comdty,2/2012,103.69,CLG12 Comdty,2/2012,93.16,CLG12 Comdty,2/2012,87.16
49M,CLH12 Comdty,3/2012,102.96,CLH12 Comdty,3/2012,115.34,CLH12 Comdty,3/2012,122.24,CLH12 Comdty,3/2012,137.35,CLH12 Comdty,3/2012,124.9,CLH12 Comdty,3/2012,103.68,CLH12 Comdty,3/2012,93.15,CLH12 Comdty,3/2012,87.2
50M,CLJ12 Comdty,4/2012,102.99,CLJ12 Comdty,4/2012,115.37,CLJ12 Comdty,4/2012,122.17,CLJ12 Comdty,4/2012,137.3,CLJ12 Comdty,4/2012,124.93,CLJ12 Comdty,4/2012,103.67,CLJ12 Comdty,4/2012,93.14,CLJ12 Comdty,4/2012,87.24
51M,CLK12 Comdty,5/2012,103.02,CLK12 Comdty,5/2012,115.4,CLK12 Comdty,5/2012,122.1,CLK12 Comdty,5/2012,137.25,CLK12 Comdty,5/2012,124.97,CLK12 Comdty,5/2012,103.67,CLK12 Comdty,5/2012,93.14,CLK12 Comdty,5/2012,87.29
52M,CLM12 Comdty,6/2012,103.05,CLM12 Comdty,6/2012,115.43,CLM12 Comdty,6/2012,122.04,CLM12 Comdty,6/2012,137.21,CLM12 Comdty,6/2012,125.01,CLM12 Comdty,6/2012,103.67,CLM12 Comdty,6/2012,93.14,CLM12 Comdty,6/2012,87.34
53M,CLN12 Comdty,7/2012,103.08,CLN12 Comdty,7/2012,115.46,CLN12 Comdty,7/2012,121.99,CLN12 Comdty,7/2012,137.18,CLN12 Comdty,7/2012,125.05,CLN12 Comdty,7/2012,103.67,CLN12 Comdty,7/2012,93.14,CLN12 Comdty,7/2012,87.39
54M,CLQ12 Comdty,8/2012,103.11,CLQ12 Comdty,8/2012,115.49,CLQ12 Comdty,8/2012,121.94,CLQ12 Comdty,8/2012,137.15,CLQ12 Comdty,8/2012,125.09,CLQ12 Comdty,8/2012,103.67,CLQ12 Comdty,8/2012,93.14,CLQ12 Comdty,8/2012,87.44
55M,CLU12 Comdty,9/2012,103.14,CLU12 Comdty,9/2012,115.52,CLU12 Comdty,9/2012,121.89,CLU12 Comdty,9/2012,137.12,CLU12 Comdty,9/2012,125.14,CLU12 Comdty,9/2012,103.67,CLU12 Comdty,9/2012,93.15,CLU12 Comdty,9/2012,87.49
56M,CLV12 Comdty,10/2012,103.17,CLV12 Comdty,10/2012,115.55,CLV12 Comdty,10/2012,121.84,CLV12 Comdty,10/2012,137.09,CLV12 Comdty,10/2012,125.19,CLV12 Comdty,10/2012,103.67,CLV12 Comdty,10/2012,93.16,CLV12 Comdty,10/2012,87.54
57M,CLX12 Comdty,11/2012,103.21,CLX12 Comdty,11/2012,115.58,CLX12 Comdty,11/2012,121.8,CLX12 Comdty,11/2012,137.07,CLX12 Comdty,11/2012,125.24,CLX12 Comdty,11/2012,103.67,CLX12 Comdty,11/2012,93.17,CLX12 Comdty,11/2012,87.59
58M,CLZ12 Comdty,12/2012,103.25,CLZ12 Comdty,12/2012,115.62,CLZ12 Comdty,12/2012,121.76,CLZ12 Comdty,12/2012,137.06,CLZ12 Comdty,12/2012,125.3,CLZ12 Comdty,12/2012,103.67,CLZ12 Comdty,12/2012,93.18,CLZ12 Comdty,12/2012,87.64
59M,CLF13 Comdty,1/2013,103.26,CLF13 Comdty,1/2013,115.64,CLF13 Comdty,1/2013,121.71,CLF13 Comdty,1/2013,137.05,CLF13 Comdty,1/2013,125.31,CLF13 Comdty,1/2013,103.66,CLF13 Comdty,1/2013,93.19,CLF13 Comdty,1/2013,87.68
5Y,CLG13 Comdty,2/2013,103.27,CLG13 Comdty,2/2013,115.66,CLG13 Comdty,2/2013,121.66,CLG13 Comdty,2/2013,137.04,CLG13 Comdty,2/2013,125.34,CLG13 Comdty,2/2013,103.67,CLG13 Comdty,2/2013,93.2,CLG13 Comdty,2/2013,87.72
61M,CLH13 Comdty,3/2013,103.29,CLH13 Comdty,3/2013,115.68,CLH13 Comdty,3/2013,121.62,CLH13 Comdty,3/2013,137.04,CLH13 Comdty,3/2013,125.37,CLH13 Comdty,3/2013,103.68,CLH13 Comdty,3/2013,93.21,CLH13 Comdty,3/2013,87.76
62M,CLJ13 Comdty,4/2013,103.31,CLJ13 Comdty,4/2013,115.7,CLJ13 Comdty,4/2013,121.59,CLJ13 Comdty,4/2013,137.05,CLJ13 Comdty,4/2013,125.41,CLJ13 Comdty,4/2013,103.69,CLJ13 Comdty,4/2013,93.22,CLJ13 Comdty,4/2013,87.8
63M,CLK13 Comdty,5/2013,103.34,CLK13 Comdty,5/2013,115.73,CLK13 Comdty,5/2013,121.56,CLK13 Comdty,5/2013,137.06,CLK13 Comdty,5/2013,125.46,CLK13 Comdty,5/2013,103.71,CLK13 Comdty,5/2013,93.24,CLK13 Comdty,5/2013,87.84
64M,CLM13 Comdty,6/2013,103.37,CLM13 Comdty,6/2013,115.76,CLM13 Comdty,6/2013,121.53,CLM13 Comdty,6/2013,137.07,CLM13 Comdty,6/2013,125.51,CLM13 Comdty,6/2013,103.73,CLM13 Comdty,6/2013,93.26,CLM13 Comdty,6/2013,87.89
65M,CLN13 Comdty,7/2013,103.4,CLN13 Comdty,7/2013,115.79,CLN13 Comdty,7/2013,121.5,CLN13 Comdty,7/2013,137.09,CLN13 Comdty,7/2013,125.57,CLN13 Comdty,7/2013,103.75,CLN13 Comdty,7/2013,93.28,CLN13 Comdty,7/2013,87.94
66M,CLQ13 Comdty,8/2013,103.43,CLQ13 Comdty,8/2013,115.82,CLQ13 Comdty,8/2013,121.47,CLQ13 Comdty,8/2013,137.11,CLQ13 Comdty,8/2013,125.63,CLQ13 Comdty,8/2013,103.77,CLQ13 Comdty,8/2013,93.3,CLQ13 Comdty,8/2013,87.99
67M,CLU13 Comdty,9/2013,103.46,CLU13 Comdty,9/2013,115.85,CLU13 Comdty,9/2013,121.44,CLU13 Comdty,9/2013,137.13,CLU13 Comdty,9/2013,125.69,CLU13 Comdty,9/2013,103.79,CLU13 Comdty,9/2013,93.32,CLU13 Comdty,9/2013,88.04
68M,CLV13 Comdty,10/2013,103.49,CLV13 Comdty,10/2013,115.88,CLV13 Comdty,10/2013,121.41,CLV13 Comdty,10/2013,137.15,CLV13 Comdty,10/2013,125.76,CLV13 Comdty,10/2013,103.81,CLV13 Comdty,10/2013,93.34,CLV13 Comdty,10/2013,88.09
69M,CLX13 Comdty,11/2013,103.53,CLX13 Comdty,11/2013,115.91,CLX13 Comdty,11/2013,121.38,CLX13 Comdty,11/2013,137.17,CLX13 Comdty,11/2013,125.83,CLX13 Comdty,11/2013,103.83,CLX13 Comdty,11/2013,93.37,CLX13 Comdty,11/2013,88.15
70M,CLZ13 Comdty,12/2013,103.57,CLZ13 Comdty,12/2013,115.94,CLZ13 Comdty,12/2013,121.36,CLZ13 Comdty,12/2013,137.2,CLZ13 Comdty,12/2013,125.9,CLZ13 Comdty,12/2013,103.86,CLZ13 Comdty,12/2013,93.4,CLZ13 Comdty,12/2013,88.21
76M,CLM14 Comdty,6/2014,103.72,CLM14 Comdty,6/2014,116.09,CLM14 Comdty,6/2014,121.26,CLM14 Comdty,6/2014,137.36,CLM14 Comdty,6/2014,126.24,CLM14 Comdty,6/2014,103.98,CLM14 Comdty,6/2014,93.55,CLM14 Comdty,6/2014,88.48
82M,CLZ4 Comdty,12/2014,103.88,CLZ4 Comdty,12/2014,116.26,CLZ4 Comdty,12/2014,121.16,CLZ4 Comdty,12/2014,137.55,CLZ4 Comdty,12/2014,126.6,CLZ4 Comdty,12/2014,104.13,CLZ4 Comdty,12/2014,93.73,CLZ4 Comdty,12/2014,88.78
88M,CLM5 Comdty,6/2015,104.06,CLM5 Comdty,6/2015,116.44,CLM5 Comdty,6/2015,121.06,CLM5 Comdty,6/2015,137.78,CLM5 Comdty,6/2015,126.99,CLM5 Comdty,6/2015,104.31,CLM5 Comdty,6/2015,93.93,CLM5 Comdty,6/2015,89.1
94M,CLZ5 Comdty,12/2015,104.25,CLZ5 Comdty,12/2015,116.63,CLZ5 Comdty,12/2015,120.97,CLZ5 Comdty,12/2015,138.03,CLZ5 Comdty,12/2015,127.42,CLZ5 Comdty,12/2015,104.51,CLZ5 Comdty,12/2015,94.15,CLZ5 Comdty,12/2015,89.46
100M,CLM6 Comdty,6/2016,104.44,CLM6 Comdty,6/2016,116.85,CLM6 Comdty,6/2016,120.88,CLM6 Comdty,6/2016,138.32,CLM6 Comdty,6/2016,127.9,CLM6 Comdty,6/2016,104.79,CLM6 Comdty,6/2016,94.42,CLM6 Comdty,6/2016,89.87
106M,CLZ6 Comdty,12/2016,104.64,CLZ6 Comdty,12/2016,117.08,CLZ6 Comdty,12/2016,120.82,CLZ6 Comdty,12/2016,138.62,CLZ6 Comdty,12/2016,128.43,CLZ6 Comdty,12/2016,105.1,CLZ6 Comdty,12/2016,94.73,CLZ6 Comdty,12/2016,90.32
