Period,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price
31M,CLK09 Comdty,5/2009,71.05,CLK09 Comdty,5/2009,69.81,CLK09 Comdty,5/2009,68.14,CLK09 Comdty,5/2009,62.84,CLK09 Comdty,5/2009,64.6,CLK09 Comdty,5/2009,70.21,CLK09 Comdty,5/2009,67.26,CLK09 Comdty,5/2009,66.97
32M,CLM09 Comdty,6/2009,70.98,CLM09 Comdty,6/2009,69.68,CLM09 Comdty,6/2009,68.13,CLM09 Comdty,6/2009,62.83,CLM09 Comdty,6/2009,64.55,CLM09 Comdty,6/2009,70.16,CLM09 Comdty,6/2009,67.17,CLM09 Comdty,6/2009,66.84
33M,CLN09 Comdty,7/2009,70.9,CLN09 Comdty,7/2009,69.55,CLN09 Comdty,7/2009,68.12,CLN09 Comdty,7/2009,62.82,CLN09 Comdty,7/2009,64.5,CLN09 Comdty,7/2009,70.1,CLN09 Comdty,7/2009,67.06,CLN09 Comdty,7/2009,66.69
34M,CLQ09 Comdty,8/2009,70.81,CLQ09 Comdty,8/2009,69.42,CLQ09 Comdty,8/2009,68.11,CLQ09 Comdty,8/2009,62.81,CLQ09 Comdty,8/2009,64.45,CLQ09 Comdty,8/2009,70.03,CLQ09 Comdty,8/2009,66.95,CLQ09 Comdty,8/2009,66.54
35M,CLU09 Comdty,9/2009,70.71,CLU09 Comdty,9/2009,69.28,CLU09 Comdty,9/2009,68.1,CLU09 Comdty,9/2009,62.81,CLU09 Comdty,9/2009,64.4,CLU09 Comdty,9/2009,69.96,CLU09 Comdty,9/2009,66.84,CLU09 Comdty,9/2009,66.39
3Y,CLV09 Comdty,10/2009,70.61,CLV09 Comdty,10/2009,69.15,CLV09 Comdty,10/2009,68.09,CLV09 Comdty,10/2009,62.81,CLV09 Comdty,10/2009,64.35,CLV09 Comdty,10/2009,69.88,CLV09 Comdty,10/2009,66.73,CLV09 Comdty,10/2009,66.24
37M,CLX09 Comdty,11/2009,70.51,CLX09 Comdty,11/2009,69.02,CLX09 Comdty,11/2009,68.08,CLX09 Comdty,11/2009,62.81,CLX09 Comdty,11/2009,64.3,CLX09 Comdty,11/2009,69.8,CLX09 Comdty,11/2009,66.62,CLX09 Comdty,11/2009,66.09
38M,CLZ09 Comdty,12/2009,70.41,CLZ09 Comdty,12/2009,68.9,CLZ09 Comdty,12/2009,68.07,CLZ09 Comdty,12/2009,62.81,CLZ09 Comdty,12/2009,64.25,CLZ09 Comdty,12/2009,69.72,CLZ09 Comdty,12/2009,66.5,CLZ09 Comdty,12/2009,65.94
39M,CLF10 Comdty,1/2010,70.3,CLF10 Comdty,1/2010,68.77,CLF10 Comdty,1/2010,68.03,CLF10 Comdty,1/2010,62.78,CLF10 Comdty,1/2010,64.19,CLF10 Comdty,1/2010,69.67,CLF10 Comdty,1/2010,66.39,CLF10 Comdty,1/2010,65.8
40M,CLG10 Comdty,2/2010,70.18,CLG10 Comdty,2/2010,68.65,CLG10 Comdty,2/2010,67.99,CLG10 Comdty,2/2010,62.76,CLG10 Comdty,2/2010,64.13,CLG10 Comdty,2/2010,69.62,CLG10 Comdty,2/2010,66.28,CLG10 Comdty,2/2010,65.66
41M,CLH10 Comdty,3/2010,70.06,CLH10 Comdty,3/2010,68.53,CLH10 Comdty,3/2010,67.95,CLH10 Comdty,3/2010,62.74,CLH10 Comdty,3/2010,64.07,CLH10 Comdty,3/2010,69.57,CLH10 Comdty,3/2010,66.17,CLH10 Comdty,3/2010,65.52
42M,CLJ10 Comdty,4/2010,69.94,CLJ10 Comdty,4/2010,68.41,CLJ10 Comdty,4/2010,67.91,CLJ10 Comdty,4/2010,62.72,CLJ10 Comdty,4/2010,64.01,CLJ10 Comdty,4/2010,69.51,CLJ10 Comdty,4/2010,66.06,CLJ10 Comdty,4/2010,65.38
43M,CLK10 Comdty,5/2010,69.82,CLK10 Comdty,5/2010,68.29,CLK10 Comdty,5/2010,67.87,CLK10 Comdty,5/2010,62.69,CLK10 Comdty,5/2010,63.95,CLK10 Comdty,5/2010,69.45,CLK10 Comdty,5/2010,65.95,CLK10 Comdty,5/2010,65.24
44M,CLM10 Comdty,6/2010,69.7,CLM10 Comdty,6/2010,68.18,CLM10 Comdty,6/2010,67.83,CLM10 Comdty,6/2010,62.66,CLM10 Comdty,6/2010,63.9,CLM10 Comdty,6/2010,69.38,CLM10 Comdty,6/2010,65.85,CLM10 Comdty,6/2010,65.1
45M,CLN10 Comdty,7/2010,69.59,CLN10 Comdty,7/2010,68.07,CLN10 Comdty,7/2010,67.79,CLN10 Comdty,7/2010,62.64,CLN10 Comdty,7/2010,63.85,CLN10 Comdty,7/2010,69.3,CLN10 Comdty,7/2010,65.74,CLN10 Comdty,7/2010,64.96
46M,CLQ10 Comdty,8/2010,69.49,CLQ10 Comdty,8/2010,67.96,CLQ10 Comdty,8/2010,67.75,CLQ10 Comdty,8/2010,62.62,CLQ10 Comdty,8/2010,63.8,CLQ10 Comdty,8/2010,69.22,CLQ10 Comdty,8/2010,65.63,CLQ10 Comdty,8/2010,64.82
47M,CLU10 Comdty,9/2010,69.39,CLU10 Comdty,9/2010,67.85,CLU10 Comdty,9/2010,67.71,CLU10 Comdty,9/2010,62.6,CLU10 Comdty,9/2010,63.75,CLU10 Comdty,9/2010,69.14,CLU10 Comdty,9/2010,65.52,CLU10 Comdty,9/2010,64.68
4Y,CLV10 Comdty,10/2010,69.29,CLV10 Comdty,10/2010,67.74,CLV10 Comdty,10/2010,67.67,CLV10 Comdty,10/2010,62.58,CLV10 Comdty,10/2010,63.7,CLV10 Comdty,10/2010,69.06,CLV10 Comdty,10/2010,65.41,CLV10 Comdty,10/2010,64.54
49M,CLX10 Comdty,11/2010,69.2,CLX10 Comdty,11/2010,67.64,CLX10 Comdty,11/2010,67.63,CLX10 Comdty,11/2010,62.56,CLX10 Comdty,11/2010,63.65,CLX10 Comdty,11/2010,68.99,CLX10 Comdty,11/2010,65.3,CLX10 Comdty,11/2010,64.39
50M,CLZ10 Comdty,12/2010,69.11,CLZ10 Comdty,12/2010,67.55,CLZ10 Comdty,12/2010,67.59,CLZ10 Comdty,12/2010,62.54,CLZ10 Comdty,12/2010,63.6,CLZ10 Comdty,12/2010,68.92,CLZ10 Comdty,12/2010,65.19,CLZ10 Comdty,12/2010,64.24
51M,CLF11 Comdty,1/2011,69.04,CLF11 Comdty,1/2011,67.5,CLF11 Comdty,1/2011,67.55,CLF11 Comdty,1/2011,62.52,CLF11 Comdty,1/2011,63.55,CLF11 Comdty,1/2011,68.85,CLF11 Comdty,1/2011,65.08,CLF11 Comdty,1/2011,64.11
52M,CLG11 Comdty,2/2011,68.97,CLG11 Comdty,2/2011,67.45,CLG11 Comdty,2/2011,67.51,CLG11 Comdty,2/2011,62.5,CLG11 Comdty,2/2011,63.5,CLG11 Comdty,2/2011,68.78,CLG11 Comdty,2/2011,64.97,CLG11 Comdty,2/2011,63.99
53M,CLH11 Comdty,3/2011,68.9,CLH11 Comdty,3/2011,67.39,CLH11 Comdty,3/2011,67.47,CLH11 Comdty,3/2011,62.48,CLH11 Comdty,3/2011,63.45,CLH11 Comdty,3/2011,68.71,CLH11 Comdty,3/2011,64.86,CLH11 Comdty,3/2011,63.87
54M,CLJ11 Comdty,4/2011,68.83,CLJ11 Comdty,4/2011,67.33,CLJ11 Comdty,4/2011,67.43,CLJ11 Comdty,4/2011,62.46,CLJ11 Comdty,4/2011,63.4,CLJ11 Comdty,4/2011,68.65,CLJ11 Comdty,4/2011,64.75,CLJ11 Comdty,4/2011,63.75
55M,CLK11 Comdty,5/2011,68.76,CLK11 Comdty,5/2011,67.27,CLK11 Comdty,5/2011,67.4,CLK11 Comdty,5/2011,62.44,CLK11 Comdty,5/2011,63.34,CLK11 Comdty,5/2011,68.59,CLK11 Comdty,5/2011,64.64,CLK11 Comdty,5/2011,63.63
56M,CLM11 Comdty,6/2011,68.69,CLM11 Comdty,6/2011,67.21,CLM11 Comdty,6/2011,67.37,CLM11 Comdty,6/2011,62.43,CLM11 Comdty,6/2011,63.28,CLM11 Comdty,6/2011,68.53,CLM11 Comdty,6/2011,64.54,CLM11 Comdty,6/2011,63.51
57M,CLN11 Comdty,7/2011,68.62,CLN11 Comdty,7/2011,67.15,CLN11 Comdty,7/2011,67.34,CLN11 Comdty,7/2011,62.42,CLN11 Comdty,7/2011,63.22,CLN11 Comdty,7/2011,68.47,CLN11 Comdty,7/2011,64.44,CLN11 Comdty,7/2011,63.39
58M,CLQ11 Comdty,8/2011,68.55,CLQ11 Comdty,8/2011,67.09,CLQ11 Comdty,8/2011,67.31,CLQ11 Comdty,8/2011,62.41,CLQ11 Comdty,8/2011,63.16,CLQ11 Comdty,8/2011,68.41,CLQ11 Comdty,8/2011,64.34,CLQ11 Comdty,8/2011,63.27
59M,CLU11 Comdty,9/2011,68.48,CLU11 Comdty,9/2011,67.03,CLU11 Comdty,9/2011,67.28,CLU11 Comdty,9/2011,62.4,CLU11 Comdty,9/2011,63.11,CLU11 Comdty,9/2011,68.35,CLU11 Comdty,9/2011,64.24,CLU11 Comdty,9/2011,63.15
5Y,CLV11 Comdty,10/2011,68.41,CLV11 Comdty,10/2011,66.97,CLV11 Comdty,10/2011,67.25,CLV11 Comdty,10/2011,62.38,CLV11 Comdty,10/2011,63.06,CLV11 Comdty,10/2011,68.29,CLV11 Comdty,10/2011,64.14,CLV11 Comdty,10/2011,63.03
61M,CLX11 Comdty,11/2011,68.34,CLX11 Comdty,11/2011,66.91,CLX11 Comdty,11/2011,67.22,CLX11 Comdty,11/2011,62.36,CLX11 Comdty,11/2011,63.01,CLX11 Comdty,11/2011,68.23,CLX11 Comdty,11/2011,64.04,CLX11 Comdty,11/2011,62.91
62M,CLZ11 Comdty,12/2011,68.27,CLZ11 Comdty,12/2011,66.85,CLZ11 Comdty,12/2011,67.19,CLZ11 Comdty,12/2011,62.34,CLZ11 Comdty,12/2011,62.96,CLZ11 Comdty,12/2011,68.17,CLZ11 Comdty,12/2011,63.94,CLZ11 Comdty,12/2011,62.8
63M,CLF12 Comdty,1/2012,68.2,CLF12 Comdty,1/2012,66.8,CLF12 Comdty,1/2012,67.16,CLF12 Comdty,1/2012,62.34,CLF12 Comdty,1/2012,62.91,CLF12 Comdty,1/2012,68.11,,,,,,
64M,CLG12 Comdty,2/2012,68.14,CLG12 Comdty,2/2012,66.76,CLG12 Comdty,2/2012,67.13,CLG12 Comdty,2/2012,62.33,CLG12 Comdty,2/2012,62.86,CLG12 Comdty,2/2012,68.05,,,,,,
65M,CLH12 Comdty,3/2012,68.09,CLH12 Comdty,3/2012,66.72,CLH12 Comdty,3/2012,67.1,CLH12 Comdty,3/2012,62.32,CLH12 Comdty,3/2012,62.81,CLH12 Comdty,3/2012,67.99,,,,,,
66M,CLJ12 Comdty,4/2012,68.04,CLJ12 Comdty,4/2012,66.69,CLJ12 Comdty,4/2012,67.07,CLJ12 Comdty,4/2012,62.31,CLJ12 Comdty,4/2012,62.76,CLJ12 Comdty,4/2012,67.93,,,,,,
67M,CLK12 Comdty,5/2012,68,CLK12 Comdty,5/2012,66.66,CLK12 Comdty,5/2012,67.04,CLK12 Comdty,5/2012,62.3,CLK12 Comdty,5/2012,62.71,CLK12 Comdty,5/2012,67.87,,,,,,
68M,CLM12 Comdty,6/2012,67.96,CLM12 Comdty,6/2012,66.63,CLM12 Comdty,6/2012,67.01,CLM12 Comdty,6/2012,62.29,CLM12 Comdty,6/2012,62.66,CLM12 Comdty,6/2012,67.81,,,,,,
69M,CLN12 Comdty,7/2012,67.92,CLN12 Comdty,7/2012,66.6,CLN12 Comdty,7/2012,66.99,CLN12 Comdty,7/2012,62.28,CLN12 Comdty,7/2012,62.61,CLN12 Comdty,7/2012,67.76,,,,,,
70M,CLQ12 Comdty,8/2012,67.88,CLQ12 Comdty,8/2012,66.57,CLQ12 Comdty,8/2012,66.97,CLQ12 Comdty,8/2012,62.27,CLQ12 Comdty,8/2012,62.57,CLQ12 Comdty,8/2012,67.71,,,,,,
71M,CLU12 Comdty,9/2012,67.84,CLU12 Comdty,9/2012,66.54,CLU12 Comdty,9/2012,66.95,CLU12 Comdty,9/2012,62.26,CLU12 Comdty,9/2012,62.53,CLU12 Comdty,9/2012,67.66,,,,,,
6Y,CLV12 Comdty,10/2012,67.8,CLV12 Comdty,10/2012,66.51,CLV12 Comdty,10/2012,66.93,CLV12 Comdty,10/2012,62.25,CLV12 Comdty,10/2012,62.49,CLV12 Comdty,10/2012,67.6,,,,,,
73M,CLX12 Comdty,11/2012,67.76,CLX12 Comdty,11/2012,66.48,CLX12 Comdty,11/2012,66.91,CLX12 Comdty,11/2012,62.24,CLX12 Comdty,11/2012,62.45,CLX12 Comdty,11/2012,67.54,,,,,,
74M,CLZ12 Comdty,12/2012,67.72,CLZ12 Comdty,12/2012,66.45,CLZ12 Comdty,12/2012,66.89,CLZ12 Comdty,12/2012,62.24,CLZ12 Comdty,12/2012,62.41,CLZ12 Comdty,12/2012,67.48,CLZ12 Comdty,12/2012,62.72,CLZ12 Comdty,12/2012,61.55
80M,CLM13 Comdty,6/2013,67.62,,,,,,,,,,,,,,,,,,,,,
86M,CLZ13 Comdty,12/2013,67.52,,,,,,,,,,,,,,,,,,,,,
92M,CLM14 Comdty,6/2014,67.47,,,,,,,,,,,,,,,,,,,,,
98M,CLZ4 Comdty,12/2014,67.42,,,,,,,,,,,,,,,,,,,,,
104M,CLM5 Comdty,6/2015,67.42,,,,,,,,,,,,,,,,,,,,,
110M,CLZ5 Comdty,12/2015,67.42,,,,,,,,,,,,,,,,,,,,,
