Period,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price
27M,CLK06 Comdty,5/2006,37.99,CLK06 Comdty,5/2006,37.47,CLK06 Comdty,5/2006,34.01,CLK06 Comdty,5/2006,34.55,CLK06 Comdty,5/2006,30.93,CLK06 Comdty,5/2006,29.06,CLK06 Comdty,5/2006,28.76,CLK06 Comdty,5/2006,27.75
28M,CLM06 Comdty,6/2006,37.76,CLM06 Comdty,6/2006,37.32,CLM06 Comdty,6/2006,33.87,CLM06 Comdty,6/2006,34.36,CLM06 Comdty,6/2006,30.78,CLM06 Comdty,6/2006,28.99,CLM06 Comdty,6/2006,28.67,CLM06 Comdty,6/2006,27.7
29M,CLN06 Comdty,7/2006,37.56,CLN06 Comdty,7/2006,37.19,CLN06 Comdty,7/2006,33.74,CLN06 Comdty,7/2006,34.17,CLN06 Comdty,7/2006,30.63,CLN06 Comdty,7/2006,28.93,CLN06 Comdty,7/2006,28.6,CLN06 Comdty,7/2006,
30M,CLQ06 Comdty,8/2006,37.37,CLQ06 Comdty,8/2006,37.08,CLQ06 Comdty,8/2006,33.61,CLQ06 Comdty,8/2006,33.98,CLQ06 Comdty,8/2006,30.49,CLQ06 Comdty,8/2006,28.87,CLQ06 Comdty,8/2006,28.53,CLQ06 Comdty,8/2006,
31M,CLU06 Comdty,9/2006,37.19,CLU06 Comdty,9/2006,36.98,CLU06 Comdty,9/2006,33.48,CLU06 Comdty,9/2006,33.79,CLU06 Comdty,9/2006,30.35,CLU06 Comdty,9/2006,28.81,CLU06 Comdty,9/2006,28.46,,,
32M,CLV06 Comdty,10/2006,37.02,CLV06 Comdty,10/2006,36.89,CLV06 Comdty,10/2006,33.37,CLV06 Comdty,10/2006,33.6,CLV06 Comdty,10/2006,,CLV06 Comdty,10/2006,,,,,,,
33M,CLX06 Comdty,11/2006,36.86,CLX06 Comdty,11/2006,36.8,CLX06 Comdty,11/2006,33.26,CLX06 Comdty,11/2006,33.41,CLX06 Comdty,11/2006,,,,,,,,,,
34M,CLZ06 Comdty,12/2006,36.7,CLZ06 Comdty,12/2006,36.71,CLZ06 Comdty,12/2006,33.15,CLZ06 Comdty,12/2006,33.22,CLZ06 Comdty,12/2006,29.99,CLZ06 Comdty,12/2006,28.64,CLZ06 Comdty,12/2006,28.21,CLZ06 Comdty,12/2006,27.42
35M,CLF07 Comdty,1/2007,36.56,CLF07 Comdty,1/2007,,CLF07 Comdty,1/2007,,,,,,,,,,,,,,,,
3Y,CLG07 Comdty,2/2007,36.44,CLG07 Comdty,2/2007,,,,,,,,,,,,,,,,,,,
37M,CLH07 Comdty,3/2007,36.33,,,,,,,,,,,,,,,,,,,,,
40M,CLM07 Comdty,6/2007,36.07,CLM07 Comdty,6/2007,36.17,CLM07 Comdty,6/2007,32.42,CLM07 Comdty,6/2007,32.52,,,,,,,,,,,,
46M,CLZ07 Comdty,12/2007,35.6,CLZ07 Comdty,12/2007,35.63,CLZ07 Comdty,12/2007,31.7,CLZ07 Comdty,12/2007,31.87,CLZ07 Comdty,12/2007,29.04,CLZ07 Comdty,12/2007,28.29,CLZ07 Comdty,12/2007,27.81,CLZ07 Comdty,12/2007,27.17
58M,CLZ08 Comdty,12/2008,34.95,CLZ08 Comdty,12/2008,34.81,CLZ08 Comdty,12/2008,30.75,CLZ08 Comdty,12/2008,31.02,CLZ08 Comdty,12/2008,28.29,CLZ08 Comdty,12/2008,27.93,CLZ08 Comdty,12/2008,27.61,CLZ08 Comdty,12/2008,27.17
70M,CLZ09 Comdty,12/2009,34.45,CLZ09 Comdty,12/2009,34.11,CLZ09 Comdty,12/2009,30,CLZ09 Comdty,12/2009,30.32,CLZ09 Comdty,12/2009,27.74,CLZ09 Comdty,12/2009,27.73,CLZ09 Comdty,12/2009,27.66,CLZ09 Comdty,12/2009,27.5
82M,CLZ10 Comdty,12/2010,34.2,CLZ10 Comdty,12/2010,33.81,CLZ10 Comdty,12/2010,29.64,CLZ10 Comdty,12/2010,30.11,CLZ10 Comdty,12/2010,27.69,CLZ10 Comdty,12/2010,27.94,CLZ10 Comdty,12/2010,27.97,CLZ10 Comdty,12/2010,
