Period,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price
32M,CLM05 Comdty,6/2005,24.03,CLM05 Comdty,6/2005,23.72,CLM05 Comdty,6/2005,24.03,CLM05 Comdty,6/2005,23.69,CLM05 Comdty,6/2005,22.92,CLM05 Comdty,6/2005,23.03,CLM05 Comdty,6/2005,22.65,CLM05 Comdty,6/2005,22.78
33M,CLN05 Comdty,7/2005,24.02,CLN05 Comdty,7/2005,23.71,CLN05 Comdty,7/2005,24.01,CLN05 Comdty,7/2005,,CLN05 Comdty,7/2005,,,,,,,,,,
34M,CLQ05 Comdty,8/2005,24.02,CLQ05 Comdty,8/2005,23.71,CLQ05 Comdty,8/2005,23.99,CLQ05 Comdty,8/2005,,,,,,,,,,,,,
35M,CLU05 Comdty,9/2005,24.02,CLU05 Comdty,9/2005,23.71,CLU05 Comdty,9/2005,23.97,,,,,,,,,,,,,,,
3Y,CLV05 Comdty,10/2005,,CLV05 Comdty,10/2005,,,,,,,,,,,,,,,,,,,
37M,CLX05 Comdty,11/2005,,,,,,,,,,,,,,,,,,,,,,
38M,CLZ05 Comdty,12/2005,24.02,CLZ05 Comdty,12/2005,23.71,CLZ05 Comdty,12/2005,23.93,CLZ05 Comdty,12/2005,23.56,CLZ05 Comdty,12/2005,22.85,CLZ05 Comdty,12/2005,22.94,CLZ05 Comdty,12/2005,22.62,CLZ05 Comdty,12/2005,22.45
50M,CLZ06 Comdty,12/2006,24,CLZ06 Comdty,12/2006,23.73,CLZ06 Comdty,12/2006,23.93,CLZ06 Comdty,12/2006,23.41,CLZ06 Comdty,12/2006,22.7,CLZ06 Comdty,12/2006,22.84,CLZ06 Comdty,12/2006,22.5,CLZ06 Comdty,12/2006,22.02
62M,CLZ07 Comdty,12/2007,23.99,CLZ07 Comdty,12/2007,23.75,CLZ07 Comdty,12/2007,23.88,CLZ07 Comdty,12/2007,23.26,CLZ07 Comdty,12/2007,22.58,CLZ07 Comdty,12/2007,22.74,CLZ07 Comdty,12/2007,22.38,CLZ07 Comdty,12/2007,21.75
74M,CLZ08 Comdty,12/2008,24.03,CLZ08 Comdty,12/2008,23.77,CLZ08 Comdty,12/2008,23.83,CLZ08 Comdty,12/2008,23.2,CLZ08 Comdty,12/2008,22.55,CLZ08 Comdty,12/2008,22.68,CLZ08 Comdty,12/2008,22.23,CLZ08 Comdty,12/2008,21.6
86M,CLZ09 Comdty,12/2009,24.1,CLZ09 Comdty,12/2009,23.86,CLZ09 Comdty,12/2009,23.83,CLZ09 Comdty,12/2009,23.2,CLZ09 Comdty,12/2009,22.55,CLZ09 Comdty,12/2009,22.62,,,,,,
