Period,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price
13M,CLH07 Comdty,3/2007,73.03,CLH07 Comdty,3/2007,78.57,CLH07 Comdty,3/2007,76.52,CLH07 Comdty,3/2007,73.49,CLH07 Comdty,3/2007,76.91,CLH07 Comdty,3/2007,69.85,CLH07 Comdty,3/2007,67.96,CLH07 Comdty,3/2007,69.61
14M,CLJ07 Comdty,4/2007,73.42,CLJ07 Comdty,4/2007,78.75,CLJ07 Comdty,4/2007,76.5,CLJ07 Comdty,4/2007,73.5,CLJ07 Comdty,4/2007,76.81,CLJ07 Comdty,4/2007,69.86,CLJ07 Comdty,4/2007,68.08,CLJ07 Comdty,4/2007,69.59
15M,CLK07 Comdty,5/2007,73.74,CLK07 Comdty,5/2007,78.85,CLK07 Comdty,5/2007,76.44,CLK07 Comdty,5/2007,73.46,CLK07 Comdty,5/2007,76.69,CLK07 Comdty,5/2007,69.83,CLK07 Comdty,5/2007,68.15,CLK07 Comdty,5/2007,69.55
16M,CLM07 Comdty,6/2007,73.97,CLM07 Comdty,6/2007,78.88,CLM07 Comdty,6/2007,76.32,CLM07 Comdty,6/2007,73.38,CLM07 Comdty,6/2007,76.54,CLM07 Comdty,6/2007,69.8,CLM07 Comdty,6/2007,68.2,CLM07 Comdty,6/2007,69.5
17M,CLN07 Comdty,7/2007,74.15,CLN07 Comdty,7/2007,78.86,CLN07 Comdty,7/2007,76.19,CLN07 Comdty,7/2007,73.26,CLN07 Comdty,7/2007,76.36,CLN07 Comdty,7/2007,69.74,CLN07 Comdty,7/2007,68.21,CLN07 Comdty,7/2007,69.45
18M,CLQ07 Comdty,8/2007,74.28,CLQ07 Comdty,8/2007,78.82,CLQ07 Comdty,8/2007,76.05,CLQ07 Comdty,8/2007,73.13,CLQ07 Comdty,8/2007,76.2,CLQ07 Comdty,8/2007,69.68,CLQ07 Comdty,8/2007,68.22,CLQ07 Comdty,8/2007,69.37
19M,CLU07 Comdty,9/2007,74.36,CLU07 Comdty,9/2007,78.76,CLU07 Comdty,9/2007,75.91,CLU07 Comdty,9/2007,72.99,CLU07 Comdty,9/2007,76.02,CLU07 Comdty,9/2007,69.6,CLU07 Comdty,9/2007,68.22,CLU07 Comdty,9/2007,69.27
20M,CLV07 Comdty,10/2007,74.41,CLV07 Comdty,10/2007,78.66,CLV07 Comdty,10/2007,75.76,CLV07 Comdty,10/2007,72.84,CLV07 Comdty,10/2007,75.84,CLV07 Comdty,10/2007,69.52,CLV07 Comdty,10/2007,68.2,CLV07 Comdty,10/2007,69.15
21M,CLX07 Comdty,11/2007,74.44,CLX07 Comdty,11/2007,78.54,CLX07 Comdty,11/2007,75.59,CLX07 Comdty,11/2007,72.66,CLX07 Comdty,11/2007,75.66,CLX07 Comdty,11/2007,69.43,CLX07 Comdty,11/2007,68.16,CLX07 Comdty,11/2007,69
22M,CLZ07 Comdty,12/2007,74.44,CLZ07 Comdty,12/2007,78.42,CLZ07 Comdty,12/2007,75.42,CLZ07 Comdty,12/2007,72.48,CLZ07 Comdty,12/2007,75.45,CLZ07 Comdty,12/2007,69.34,CLZ07 Comdty,12/2007,68.11,CLZ07 Comdty,12/2007,68.85
23M,CLF08 Comdty,1/2008,74.4,CLF08 Comdty,1/2008,78.26,CLF08 Comdty,1/2008,75.21,CLF08 Comdty,1/2008,72.27,CLF08 Comdty,1/2008,75.23,CLF08 Comdty,1/2008,69.22,CLF08 Comdty,1/2008,68.05,CLF08 Comdty,1/2008,68.71
2Y,CLG08 Comdty,2/2008,74.35,CLG08 Comdty,2/2008,78.09,CLG08 Comdty,2/2008,74.99,CLG08 Comdty,2/2008,72.06,CLG08 Comdty,2/2008,75.01,CLG08 Comdty,2/2008,69.11,CLG08 Comdty,2/2008,68,CLG08 Comdty,2/2008,68.58
25M,CLH08 Comdty,3/2008,74.28,CLH08 Comdty,3/2008,77.92,CLH08 Comdty,3/2008,74.77,CLH08 Comdty,3/2008,71.86,CLH08 Comdty,3/2008,74.78,CLH08 Comdty,3/2008,68.99,CLH08 Comdty,3/2008,67.95,CLH08 Comdty,3/2008,68.45
26M,CLJ08 Comdty,4/2008,74.18,CLJ08 Comdty,4/2008,77.75,CLJ08 Comdty,4/2008,74.55,CLJ08 Comdty,4/2008,71.63,CLJ08 Comdty,4/2008,74.55,CLJ08 Comdty,4/2008,68.87,CLJ08 Comdty,4/2008,67.91,CLJ08 Comdty,4/2008,68.32
27M,CLK08 Comdty,5/2008,74.06,CLK08 Comdty,5/2008,77.56,CLK08 Comdty,5/2008,74.33,CLK08 Comdty,5/2008,71.4,CLK08 Comdty,5/2008,74.31,CLK08 Comdty,5/2008,68.76,CLK08 Comdty,5/2008,67.87,CLK08 Comdty,5/2008,68.2
28M,CLM08 Comdty,6/2008,73.94,CLM08 Comdty,6/2008,77.36,CLM08 Comdty,6/2008,74.11,CLM08 Comdty,6/2008,71.17,CLM08 Comdty,6/2008,74.07,CLM08 Comdty,6/2008,68.64,CLM08 Comdty,6/2008,67.82,CLM08 Comdty,6/2008,68.09
29M,CLN08 Comdty,7/2008,73.77,CLN08 Comdty,7/2008,77.17,CLN08 Comdty,7/2008,73.91,CLN08 Comdty,7/2008,70.95,CLN08 Comdty,7/2008,73.86,CLN08 Comdty,7/2008,68.53,CLN08 Comdty,7/2008,67.76,,,
30M,CLQ08 Comdty,8/2008,73.61,CLQ08 Comdty,8/2008,76.98,CLQ08 Comdty,8/2008,73.71,CLQ08 Comdty,8/2008,70.75,CLQ08 Comdty,8/2008,73.67,CLQ08 Comdty,8/2008,68.42,CLQ08 Comdty,8/2008,67.7,,,
31M,CLU08 Comdty,9/2008,73.45,CLU08 Comdty,9/2008,76.81,CLU08 Comdty,9/2008,73.52,CLU08 Comdty,9/2008,70.58,CLU08 Comdty,9/2008,73.48,CLU08 Comdty,9/2008,68.31,CLU08 Comdty,9/2008,67.64,,,
32M,CLV08 Comdty,10/2008,73.28,CLV08 Comdty,10/2008,76.64,CLV08 Comdty,10/2008,73.33,CLV08 Comdty,10/2008,70.41,CLV08 Comdty,10/2008,73.3,CLV08 Comdty,10/2008,68.2,CLV08 Comdty,10/2008,67.57,,,
33M,CLX08 Comdty,11/2008,73.11,CLX08 Comdty,11/2008,76.48,CLX08 Comdty,11/2008,73.15,CLX08 Comdty,11/2008,70.25,CLX08 Comdty,11/2008,73.12,CLX08 Comdty,11/2008,68.11,CLX08 Comdty,11/2008,67.49,,,
34M,CLZ08 Comdty,12/2008,72.94,CLZ08 Comdty,12/2008,76.32,CLZ08 Comdty,12/2008,72.97,CLZ08 Comdty,12/2008,70.09,CLZ08 Comdty,12/2008,72.95,CLZ08 Comdty,12/2008,68.02,CLZ08 Comdty,12/2008,67.41,CLZ08 Comdty,12/2008,67.3
35M,CLF09 Comdty,1/2009,72.75,CLF09 Comdty,1/2009,76.16,CLF09 Comdty,1/2009,72.82,CLF09 Comdty,1/2009,69.92,CLF09 Comdty,1/2009,72.82,CLF09 Comdty,1/2009,67.93,CLF09 Comdty,1/2009,67.35,,,
3Y,CLG09 Comdty,2/2009,72.56,CLG09 Comdty,2/2009,76,CLG09 Comdty,2/2009,72.67,CLG09 Comdty,2/2009,69.76,CLG09 Comdty,2/2009,72.69,CLG09 Comdty,2/2009,67.85,CLG09 Comdty,2/2009,67.29,,,
37M,CLH09 Comdty,3/2009,72.39,CLH09 Comdty,3/2009,75.84,CLH09 Comdty,3/2009,72.52,CLH09 Comdty,3/2009,69.62,CLH09 Comdty,3/2009,72.56,CLH09 Comdty,3/2009,67.77,CLH09 Comdty,3/2009,67.23,,,
38M,CLJ09 Comdty,4/2009,72.22,CLJ09 Comdty,4/2009,75.67,CLJ09 Comdty,4/2009,72.38,CLJ09 Comdty,4/2009,69.49,CLJ09 Comdty,4/2009,72.43,CLJ09 Comdty,4/2009,67.69,CLJ09 Comdty,4/2009,67.17,,,
39M,CLK09 Comdty,5/2009,72.05,CLK09 Comdty,5/2009,75.5,CLK09 Comdty,5/2009,72.24,CLK09 Comdty,5/2009,69.36,CLK09 Comdty,5/2009,72.3,CLK09 Comdty,5/2009,67.61,CLK09 Comdty,5/2009,67.11,,,
40M,CLM09 Comdty,6/2009,71.89,CLM09 Comdty,6/2009,75.33,CLM09 Comdty,6/2009,72.09,CLM09 Comdty,6/2009,69.23,CLM09 Comdty,6/2009,72.17,CLM09 Comdty,6/2009,67.52,CLM09 Comdty,6/2009,67.04,,,
41M,CLN09 Comdty,7/2009,71.73,CLN09 Comdty,7/2009,75.16,CLN09 Comdty,7/2009,71.94,CLN09 Comdty,7/2009,69.09,CLN09 Comdty,7/2009,72.03,CLN09 Comdty,7/2009,67.43,CLN09 Comdty,7/2009,66.98,,,
42M,CLQ09 Comdty,8/2009,71.56,CLQ09 Comdty,8/2009,74.99,CLQ09 Comdty,8/2009,71.79,CLQ09 Comdty,8/2009,68.94,CLQ09 Comdty,8/2009,71.9,CLQ09 Comdty,8/2009,67.34,CLQ09 Comdty,8/2009,66.91,,,
43M,CLU09 Comdty,9/2009,71.39,CLU09 Comdty,9/2009,74.82,CLU09 Comdty,9/2009,71.64,CLU09 Comdty,9/2009,68.79,CLU09 Comdty,9/2009,71.77,CLU09 Comdty,9/2009,67.25,CLU09 Comdty,9/2009,66.84,,,
44M,CLV09 Comdty,10/2009,71.22,CLV09 Comdty,10/2009,74.65,CLV09 Comdty,10/2009,71.49,CLV09 Comdty,10/2009,68.64,CLV09 Comdty,10/2009,71.64,CLV09 Comdty,10/2009,67.17,CLV09 Comdty,10/2009,66.77,,,
45M,CLX09 Comdty,11/2009,71.04,CLX09 Comdty,11/2009,74.48,CLX09 Comdty,11/2009,71.33,CLX09 Comdty,11/2009,68.49,CLX09 Comdty,11/2009,71.51,CLX09 Comdty,11/2009,67.09,CLX09 Comdty,11/2009,66.7,,,
46M,CLZ09 Comdty,12/2009,70.86,CLZ09 Comdty,12/2009,74.3,CLZ09 Comdty,12/2009,71.17,CLZ09 Comdty,12/2009,68.34,CLZ09 Comdty,12/2009,71.38,CLZ09 Comdty,12/2009,67.01,CLZ09 Comdty,12/2009,66.63,CLZ09 Comdty,12/2009,65.95
47M,CLF10 Comdty,1/2010,70.7,CLF10 Comdty,1/2010,74.14,CLF10 Comdty,1/2010,71.05,CLF10 Comdty,1/2010,68.23,CLF10 Comdty,1/2010,71.29,CLF10 Comdty,1/2010,66.93,CLF10 Comdty,1/2010,66.56,,,
4Y,CLG10 Comdty,2/2010,70.54,CLG10 Comdty,2/2010,73.99,CLG10 Comdty,2/2010,70.93,CLG10 Comdty,2/2010,68.12,CLG10 Comdty,2/2010,71.19,CLG10 Comdty,2/2010,66.85,CLG10 Comdty,2/2010,66.49,,,
49M,CLH10 Comdty,3/2010,70.38,CLH10 Comdty,3/2010,73.84,CLH10 Comdty,3/2010,70.81,CLH10 Comdty,3/2010,68.01,CLH10 Comdty,3/2010,71.09,CLH10 Comdty,3/2010,66.77,CLH10 Comdty,3/2010,66.42,,,
50M,CLJ10 Comdty,4/2010,70.22,CLJ10 Comdty,4/2010,73.69,CLJ10 Comdty,4/2010,70.69,CLJ10 Comdty,4/2010,67.9,CLJ10 Comdty,4/2010,70.99,CLJ10 Comdty,4/2010,66.69,CLJ10 Comdty,4/2010,66.36,,,
51M,CLK10 Comdty,5/2010,70.06,CLK10 Comdty,5/2010,73.54,CLK10 Comdty,5/2010,70.57,CLK10 Comdty,5/2010,67.79,CLK10 Comdty,5/2010,70.89,CLK10 Comdty,5/2010,66.6,CLK10 Comdty,5/2010,66.3,,,
52M,CLM10 Comdty,6/2010,69.9,CLM10 Comdty,6/2010,73.39,CLM10 Comdty,6/2010,70.45,CLM10 Comdty,6/2010,67.68,CLM10 Comdty,6/2010,70.79,CLM10 Comdty,6/2010,66.51,CLM10 Comdty,6/2010,66.24,,,
53M,CLN10 Comdty,7/2010,69.75,CLN10 Comdty,7/2010,73.24,CLN10 Comdty,7/2010,70.33,CLN10 Comdty,7/2010,67.57,CLN10 Comdty,7/2010,70.69,CLN10 Comdty,7/2010,66.42,CLN10 Comdty,7/2010,66.17,,,
54M,CLQ10 Comdty,8/2010,69.6,CLQ10 Comdty,8/2010,73.09,CLQ10 Comdty,8/2010,70.21,CLQ10 Comdty,8/2010,67.46,CLQ10 Comdty,8/2010,70.59,CLQ10 Comdty,8/2010,66.33,CLQ10 Comdty,8/2010,66.09,,,
55M,CLU10 Comdty,9/2010,69.45,CLU10 Comdty,9/2010,72.94,CLU10 Comdty,9/2010,70.09,CLU10 Comdty,9/2010,67.34,CLU10 Comdty,9/2010,70.5,CLU10 Comdty,9/2010,66.24,CLU10 Comdty,9/2010,66.01,,,
56M,CLV10 Comdty,10/2010,69.3,CLV10 Comdty,10/2010,72.79,CLV10 Comdty,10/2010,69.97,CLV10 Comdty,10/2010,67.22,CLV10 Comdty,10/2010,70.41,CLV10 Comdty,10/2010,66.16,CLV10 Comdty,10/2010,65.94,,,
57M,CLX10 Comdty,11/2010,69.17,CLX10 Comdty,11/2010,72.64,CLX10 Comdty,11/2010,69.85,CLX10 Comdty,11/2010,67.11,CLX10 Comdty,11/2010,70.32,CLX10 Comdty,11/2010,66.08,CLX10 Comdty,11/2010,65.87,,,
58M,CLZ10 Comdty,12/2010,69.06,CLZ10 Comdty,12/2010,72.5,CLZ10 Comdty,12/2010,69.74,CLZ10 Comdty,12/2010,67,CLZ10 Comdty,12/2010,70.23,CLZ10 Comdty,12/2010,66.01,CLZ10 Comdty,12/2010,65.8,CLZ10 Comdty,12/2010,64.7
59M,CLF11 Comdty,1/2011,68.93,CLF11 Comdty,1/2011,72.39,CLF11 Comdty,1/2011,69.65,CLF11 Comdty,1/2011,66.9,CLF11 Comdty,1/2011,70.14,CLF11 Comdty,1/2011,65.93,CLF11 Comdty,1/2011,65.72,,,
5Y,CLG11 Comdty,2/2011,68.8,CLG11 Comdty,2/2011,72.28,CLG11 Comdty,2/2011,69.55,CLG11 Comdty,2/2011,66.8,CLG11 Comdty,2/2011,70.06,CLG11 Comdty,2/2011,65.86,CLG11 Comdty,2/2011,65.65,,,
61M,CLH11 Comdty,3/2011,68.67,CLH11 Comdty,3/2011,72.17,CLH11 Comdty,3/2011,69.45,CLH11 Comdty,3/2011,66.7,CLH11 Comdty,3/2011,69.98,CLH11 Comdty,3/2011,65.79,CLH11 Comdty,3/2011,65.57,,,
62M,CLJ11 Comdty,4/2011,68.54,CLJ11 Comdty,4/2011,72.06,CLJ11 Comdty,4/2011,69.35,CLJ11 Comdty,4/2011,66.6,CLJ11 Comdty,4/2011,69.9,CLJ11 Comdty,4/2011,65.72,CLJ11 Comdty,4/2011,65.49,,,
63M,CLK11 Comdty,5/2011,68.41,CLK11 Comdty,5/2011,71.95,CLK11 Comdty,5/2011,69.25,CLK11 Comdty,5/2011,66.5,CLK11 Comdty,5/2011,69.82,CLK11 Comdty,5/2011,65.65,CLK11 Comdty,5/2011,65.41,,,
64M,CLM11 Comdty,6/2011,68.28,CLM11 Comdty,6/2011,71.85,CLM11 Comdty,6/2011,69.15,CLM11 Comdty,6/2011,66.4,CLM11 Comdty,6/2011,69.74,CLM11 Comdty,6/2011,65.58,CLM11 Comdty,6/2011,65.34,,,
65M,CLN11 Comdty,7/2011,68.15,CLN11 Comdty,7/2011,71.75,CLN11 Comdty,7/2011,69.05,CLN11 Comdty,7/2011,66.3,CLN11 Comdty,7/2011,69.66,CLN11 Comdty,7/2011,65.51,CLN11 Comdty,7/2011,65.27,,,
66M,CLQ11 Comdty,8/2011,68.04,CLQ11 Comdty,8/2011,71.66,CLQ11 Comdty,8/2011,68.95,CLQ11 Comdty,8/2011,66.2,CLQ11 Comdty,8/2011,69.58,CLQ11 Comdty,8/2011,65.44,CLQ11 Comdty,8/2011,65.2,,,
67M,CLU11 Comdty,9/2011,67.93,CLU11 Comdty,9/2011,71.57,CLU11 Comdty,9/2011,68.85,CLU11 Comdty,9/2011,66.11,CLU11 Comdty,9/2011,69.5,CLU11 Comdty,9/2011,65.37,CLU11 Comdty,9/2011,65.13,,,
68M,CLV11 Comdty,10/2011,67.82,CLV11 Comdty,10/2011,71.48,CLV11 Comdty,10/2011,68.75,CLV11 Comdty,10/2011,66.02,CLV11 Comdty,10/2011,69.42,CLV11 Comdty,10/2011,65.3,CLV11 Comdty,10/2011,65.06,,,
69M,CLX11 Comdty,11/2011,67.71,CLX11 Comdty,11/2011,71.39,CLX11 Comdty,11/2011,68.65,CLX11 Comdty,11/2011,65.93,CLX11 Comdty,11/2011,69.35,CLX11 Comdty,11/2011,65.23,CLX11 Comdty,11/2011,64.99,,,
70M,CLZ11 Comdty,12/2011,67.61,CLZ11 Comdty,12/2011,71.3,CLZ11 Comdty,12/2011,68.56,CLZ11 Comdty,12/2011,65.85,CLZ11 Comdty,12/2011,69.28,CLZ11 Comdty,12/2011,65.16,CLZ11 Comdty,12/2011,64.92,CLZ11 Comdty,12/2011,63.85
82M,CLZ12 Comdty,12/2012,66.36,CLZ12 Comdty,12/2012,70.3,CLZ12 Comdty,12/2012,67.66,CLZ12 Comdty,12/2012,65.05,CLZ12 Comdty,12/2012,68.58,CLZ12 Comdty,12/2012,64.51,CLZ12 Comdty,12/2012,64.42,CLZ12 Comdty,12/2012,63.35
