Period,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price
18M,CLU11 Comdty,9/2011,86.59,CLU11 Comdty,9/2011,81.8,CLU11 Comdty,9/2011,85.97,CLU11 Comdty,9/2011,77.66,CLU11 Comdty,9/2011,80.36,CLU11 Comdty,9/2011,94.85,CLU11 Comdty,9/2011,87.53,CLU11 Comdty,9/2011,82.88
19M,CLV11 Comdty,10/2011,86.85,CLV11 Comdty,10/2011,82.11,CLV11 Comdty,10/2011,86.14,CLV11 Comdty,10/2011,77.82,CLV11 Comdty,10/2011,80.58,CLV11 Comdty,10/2011,95.03,CLV11 Comdty,10/2011,87.61,CLV11 Comdty,10/2011,83.02
20M,CLX11 Comdty,11/2011,87.12,CLX11 Comdty,11/2011,82.43,CLX11 Comdty,11/2011,86.3,CLX11 Comdty,11/2011,78.01,CLX11 Comdty,11/2011,80.83,CLX11 Comdty,11/2011,95.23,CLX11 Comdty,11/2011,87.71,CLX11 Comdty,11/2011,83.21
21M,CLZ11 Comdty,12/2011,87.43,CLZ11 Comdty,12/2011,82.77,CLZ11 Comdty,12/2011,86.47,CLZ11 Comdty,12/2011,78.22,CLZ11 Comdty,12/2011,81.1,CLZ11 Comdty,12/2011,95.45,CLZ11 Comdty,12/2011,87.86,CLZ11 Comdty,12/2011,83.42
22M,CLF12 Comdty,1/2012,87.58,CLF12 Comdty,1/2012,82.98,CLF12 Comdty,1/2012,86.51,CLF12 Comdty,1/2012,78.3,CLF12 Comdty,1/2012,81.18,CLF12 Comdty,1/2012,95.45,CLF12 Comdty,1/2012,87.85,CLF12 Comdty,1/2012,83.51
23M,CLG12 Comdty,2/2012,87.73,CLG12 Comdty,2/2012,83.19,CLG12 Comdty,2/2012,86.57,CLG12 Comdty,2/2012,78.41,CLG12 Comdty,2/2012,81.28,CLG12 Comdty,2/2012,95.46,CLG12 Comdty,2/2012,87.86,CLG12 Comdty,2/2012,83.61
2Y,CLH12 Comdty,3/2012,87.88,CLH12 Comdty,3/2012,83.4,CLH12 Comdty,3/2012,86.65,CLH12 Comdty,3/2012,78.53,CLH12 Comdty,3/2012,81.4,CLH12 Comdty,3/2012,95.48,CLH12 Comdty,3/2012,87.88,CLH12 Comdty,3/2012,83.71
25M,CLJ12 Comdty,4/2012,88.05,CLJ12 Comdty,4/2012,83.61,CLJ12 Comdty,4/2012,86.72,CLJ12 Comdty,4/2012,78.66,CLJ12 Comdty,4/2012,81.53,CLJ12 Comdty,4/2012,95.51,CLJ12 Comdty,4/2012,87.91,CLJ12 Comdty,4/2012,83.81
26M,CLK12 Comdty,5/2012,88.21,CLK12 Comdty,5/2012,83.82,CLK12 Comdty,5/2012,86.81,CLK12 Comdty,5/2012,78.8,CLK12 Comdty,5/2012,81.67,CLK12 Comdty,5/2012,95.54,CLK12 Comdty,5/2012,87.94,CLK12 Comdty,5/2012,83.91
27M,CLM12 Comdty,6/2012,88.37,CLM12 Comdty,6/2012,84.04,CLM12 Comdty,6/2012,86.9,CLM12 Comdty,6/2012,78.95,CLM12 Comdty,6/2012,81.82,CLM12 Comdty,6/2012,95.58,CLM12 Comdty,6/2012,87.98,CLM12 Comdty,6/2012,84.02
28M,CLN12 Comdty,7/2012,88.47,CLN12 Comdty,7/2012,84.22,CLN12 Comdty,7/2012,86.99,CLN12 Comdty,7/2012,79.1,CLN12 Comdty,7/2012,81.99,CLN12 Comdty,7/2012,95.63,CLN12 Comdty,7/2012,88.03,CLN12 Comdty,7/2012,84.13
29M,CLQ12 Comdty,8/2012,88.57,CLQ12 Comdty,8/2012,84.4,CLQ12 Comdty,8/2012,87.08,CLQ12 Comdty,8/2012,79.26,CLQ12 Comdty,8/2012,82.18,CLQ12 Comdty,8/2012,95.69,CLQ12 Comdty,8/2012,88.08,CLQ12 Comdty,8/2012,84.25
30M,CLU12 Comdty,9/2012,88.67,CLU12 Comdty,9/2012,84.58,CLU12 Comdty,9/2012,87.17,CLU12 Comdty,9/2012,79.43,CLU12 Comdty,9/2012,82.37,CLU12 Comdty,9/2012,95.75,CLU12 Comdty,9/2012,88.13,CLU12 Comdty,9/2012,84.37
31M,CLV12 Comdty,10/2012,88.77,CLV12 Comdty,10/2012,84.76,CLV12 Comdty,10/2012,87.26,CLV12 Comdty,10/2012,79.61,CLV12 Comdty,10/2012,82.57,CLV12 Comdty,10/2012,95.82,CLV12 Comdty,10/2012,88.18,CLV12 Comdty,10/2012,84.49
32M,CLX12 Comdty,11/2012,88.87,CLX12 Comdty,11/2012,84.94,CLX12 Comdty,11/2012,87.35,CLX12 Comdty,11/2012,79.79,CLX12 Comdty,11/2012,82.78,CLX12 Comdty,11/2012,95.89,CLX12 Comdty,11/2012,88.24,CLX12 Comdty,11/2012,84.61
33M,CLZ12 Comdty,12/2012,88.97,CLZ12 Comdty,12/2012,85.12,CLZ12 Comdty,12/2012,87.44,CLZ12 Comdty,12/2012,79.97,CLZ12 Comdty,12/2012,83,CLZ12 Comdty,12/2012,95.96,CLZ12 Comdty,12/2012,88.3,CLZ12 Comdty,12/2012,84.73
34M,CLF13 Comdty,1/2013,89.01,CLF13 Comdty,1/2013,85.19,CLF13 Comdty,1/2013,87.47,CLF13 Comdty,1/2013,80.03,CLF13 Comdty,1/2013,83.08,CLF13 Comdty,1/2013,95.97,CLF13 Comdty,1/2013,88.31,CLF13 Comdty,1/2013,84.78
35M,CLG13 Comdty,2/2013,89.05,CLG13 Comdty,2/2013,85.27,CLG13 Comdty,2/2013,87.5,CLG13 Comdty,2/2013,80.09,CLG13 Comdty,2/2013,83.16,CLG13 Comdty,2/2013,95.98,CLG13 Comdty,2/2013,88.32,CLG13 Comdty,2/2013,84.84
3Y,CLH13 Comdty,3/2013,89.1,CLH13 Comdty,3/2013,85.35,CLH13 Comdty,3/2013,87.54,CLH13 Comdty,3/2013,80.16,CLH13 Comdty,3/2013,83.25,CLH13 Comdty,3/2013,95.99,CLH13 Comdty,3/2013,88.34,CLH13 Comdty,3/2013,84.9
37M,CLJ13 Comdty,4/2013,89.15,CLJ13 Comdty,4/2013,85.43,CLJ13 Comdty,4/2013,87.58,CLJ13 Comdty,4/2013,80.23,CLJ13 Comdty,4/2013,83.34,CLJ13 Comdty,4/2013,96,CLJ13 Comdty,4/2013,88.36,CLJ13 Comdty,4/2013,84.96
38M,CLK13 Comdty,5/2013,89.2,CLK13 Comdty,5/2013,85.52,CLK13 Comdty,5/2013,87.63,CLK13 Comdty,5/2013,80.31,CLK13 Comdty,5/2013,83.43,CLK13 Comdty,5/2013,96.01,CLK13 Comdty,5/2013,88.38,CLK13 Comdty,5/2013,85.03
39M,CLM13 Comdty,6/2013,89.25,CLM13 Comdty,6/2013,85.61,CLM13 Comdty,6/2013,87.68,CLM13 Comdty,6/2013,80.38,CLM13 Comdty,6/2013,83.53,CLM13 Comdty,6/2013,96.02,CLM13 Comdty,6/2013,88.41,CLM13 Comdty,6/2013,85.1
40M,CLN13 Comdty,7/2013,89.3,CLN13 Comdty,7/2013,85.71,CLN13 Comdty,7/2013,87.73,CLN13 Comdty,7/2013,80.49,CLN13 Comdty,7/2013,83.63,CLN13 Comdty,7/2013,96.04,CLN13 Comdty,7/2013,88.44,CLN13 Comdty,7/2013,85.17
41M,CLQ13 Comdty,8/2013,89.35,CLQ13 Comdty,8/2013,85.81,CLQ13 Comdty,8/2013,87.79,CLQ13 Comdty,8/2013,80.61,CLQ13 Comdty,8/2013,83.73,CLQ13 Comdty,8/2013,96.07,CLQ13 Comdty,8/2013,88.48,CLQ13 Comdty,8/2013,85.25
42M,CLU13 Comdty,9/2013,89.41,CLU13 Comdty,9/2013,85.91,CLU13 Comdty,9/2013,87.85,CLU13 Comdty,9/2013,80.73,CLU13 Comdty,9/2013,83.83,CLU13 Comdty,9/2013,96.11,CLU13 Comdty,9/2013,88.52,CLU13 Comdty,9/2013,85.33
43M,CLV13 Comdty,10/2013,89.47,CLV13 Comdty,10/2013,86.02,CLV13 Comdty,10/2013,87.93,CLV13 Comdty,10/2013,80.85,CLV13 Comdty,10/2013,83.94,CLV13 Comdty,10/2013,96.15,CLV13 Comdty,10/2013,88.56,CLV13 Comdty,10/2013,85.42
44M,CLX13 Comdty,11/2013,89.53,CLX13 Comdty,11/2013,86.14,CLX13 Comdty,11/2013,88.01,CLX13 Comdty,11/2013,80.98,CLX13 Comdty,11/2013,84.05,CLX13 Comdty,11/2013,96.2,CLX13 Comdty,11/2013,88.6,CLX13 Comdty,11/2013,85.51
45M,CLZ13 Comdty,12/2013,89.59,CLZ13 Comdty,12/2013,86.26,CLZ13 Comdty,12/2013,88.09,CLZ13 Comdty,12/2013,81.1,CLZ13 Comdty,12/2013,84.16,CLZ13 Comdty,12/2013,96.25,CLZ13 Comdty,12/2013,88.64,CLZ13 Comdty,12/2013,85.61
46M,CLF14 Comdty,1/2014,89.63,CLF14 Comdty,1/2014,86.32,CLF14 Comdty,1/2014,88.15,CLF14 Comdty,1/2014,81.19,CLF14 Comdty,1/2014,84.26,CLF14 Comdty,1/2014,96.27,CLF14 Comdty,1/2014,88.67,CLF14 Comdty,1/2014,85.7
47M,CLG14 Comdty,2/2014,89.67,CLG14 Comdty,2/2014,86.38,CLG14 Comdty,2/2014,88.21,CLG14 Comdty,2/2014,81.28,CLG14 Comdty,2/2014,84.37,CLG14 Comdty,2/2014,96.29,CLG14 Comdty,2/2014,88.7,CLG14 Comdty,2/2014,85.79
4Y,CLH14 Comdty,3/2014,89.72,CLH14 Comdty,3/2014,86.45,CLH14 Comdty,3/2014,88.27,CLH14 Comdty,3/2014,81.38,CLH14 Comdty,3/2014,84.48,CLH14 Comdty,3/2014,96.31,CLH14 Comdty,3/2014,88.73,CLH14 Comdty,3/2014,85.89
49M,CLJ14 Comdty,4/2014,89.78,CLJ14 Comdty,4/2014,86.52,CLJ14 Comdty,4/2014,88.34,CLJ14 Comdty,4/2014,81.48,CLJ14 Comdty,4/2014,84.59,CLJ14 Comdty,4/2014,96.33,CLJ14 Comdty,4/2014,88.77,CLJ14 Comdty,4/2014,85.99
50M,CLK14 Comdty,5/2014,89.84,CLK14 Comdty,5/2014,86.6,CLK14 Comdty,5/2014,88.41,CLK14 Comdty,5/2014,81.58,CLK14 Comdty,5/2014,84.7,CLK14 Comdty,5/2014,96.36,CLK14 Comdty,5/2014,88.81,CLK14 Comdty,5/2014,86.09
51M,CLM14 Comdty,6/2014,89.91,CLM14 Comdty,6/2014,86.68,CLM14 Comdty,6/2014,88.48,CLM14 Comdty,6/2014,81.69,CLM14 Comdty,6/2014,84.81,CLM14 Comdty,6/2014,96.39,CLM14 Comdty,6/2014,88.85,CLM14 Comdty,6/2014,86.19
52M,CLN14 Comdty,7/2014,89.98,CLN14 Comdty,7/2014,86.77,CLN14 Comdty,7/2014,88.55,CLN14 Comdty,7/2014,81.8,CLN14 Comdty,7/2014,84.93,CLN14 Comdty,7/2014,96.43,CLN14 Comdty,7/2014,88.89,CLN14 Comdty,7/2014,86.29
53M,CLQ4 Comdty,8/2014,90.06,CLQ4 Comdty,8/2014,86.86,CLQ4 Comdty,8/2014,88.63,CLQ4 Comdty,8/2014,81.91,CLQ4 Comdty,8/2014,85.05,CLQ4 Comdty,8/2014,96.47,CLQ4 Comdty,8/2014,88.94,CLQ4 Comdty,8/2014,86.4
54M,CLU4 Comdty,9/2014,90.15,CLU4 Comdty,9/2014,86.96,CLU4 Comdty,9/2014,88.71,CLU4 Comdty,9/2014,82.02,CLU4 Comdty,9/2014,85.17,CLU4 Comdty,9/2014,96.52,CLU4 Comdty,9/2014,88.99,CLU4 Comdty,9/2014,86.52
55M,CLV4 Comdty,10/2014,90.24,CLV4 Comdty,10/2014,87.07,CLV4 Comdty,10/2014,88.8,CLV4 Comdty,10/2014,82.14,CLV4 Comdty,10/2014,85.29,CLV4 Comdty,10/2014,96.57,CLV4 Comdty,10/2014,89.05,CLV4 Comdty,10/2014,86.64
56M,CLX4 Comdty,11/2014,90.34,CLX4 Comdty,11/2014,87.19,CLX4 Comdty,11/2014,88.9,CLX4 Comdty,11/2014,82.27,CLX4 Comdty,11/2014,85.42,CLX4 Comdty,11/2014,96.63,CLX4 Comdty,11/2014,89.12,CLX4 Comdty,11/2014,86.76
57M,CLZ4 Comdty,12/2014,90.44,CLZ4 Comdty,12/2014,87.31,CLZ4 Comdty,12/2014,89,CLZ4 Comdty,12/2014,82.4,CLZ4 Comdty,12/2014,85.55,CLZ4 Comdty,12/2014,96.69,CLZ4 Comdty,12/2014,89.19,CLZ4 Comdty,12/2014,86.88
58M,CLF5 Comdty,1/2015,90.52,CLF5 Comdty,1/2015,87.42,CLF5 Comdty,1/2015,89.09,CLF5 Comdty,1/2015,82.51,CLF5 Comdty,1/2015,85.67,CLF5 Comdty,1/2015,96.74,CLF5 Comdty,1/2015,89.25,CLF5 Comdty,1/2015,87.01
59M,CLG5 Comdty,2/2015,90.6,CLG5 Comdty,2/2015,87.53,CLG5 Comdty,2/2015,89.19,CLG5 Comdty,2/2015,82.62,CLG5 Comdty,2/2015,85.79,CLG5 Comdty,2/2015,96.79,CLG5 Comdty,2/2015,89.31,CLG5 Comdty,2/2015,87.14
5Y,CLH5 Comdty,3/2015,90.68,CLH5 Comdty,3/2015,87.64,CLH5 Comdty,3/2015,89.29,CLH5 Comdty,3/2015,82.73,CLH5 Comdty,3/2015,85.92,CLH5 Comdty,3/2015,96.84,CLH5 Comdty,3/2015,89.37,CLH5 Comdty,3/2015,87.27
61M,CLJ5 Comdty,4/2015,90.77,CLJ5 Comdty,4/2015,87.75,CLJ5 Comdty,4/2015,89.39,CLJ5 Comdty,4/2015,82.85,CLJ5 Comdty,4/2015,86.05,CLJ5 Comdty,4/2015,96.89,CLJ5 Comdty,4/2015,89.43,CLJ5 Comdty,4/2015,87.4
62M,CLK5 Comdty,5/2015,90.86,CLK5 Comdty,5/2015,87.86,CLK5 Comdty,5/2015,89.49,CLK5 Comdty,5/2015,82.98,CLK5 Comdty,5/2015,86.19,CLK5 Comdty,5/2015,96.95,CLK5 Comdty,5/2015,89.49,CLK5 Comdty,5/2015,87.54
63M,CLM5 Comdty,6/2015,90.95,CLM5 Comdty,6/2015,87.98,CLM5 Comdty,6/2015,89.59,CLM5 Comdty,6/2015,83.11,CLM5 Comdty,6/2015,86.33,CLM5 Comdty,6/2015,97.01,CLM5 Comdty,6/2015,89.56,CLM5 Comdty,6/2015,87.68
64M,CLN5 Comdty,7/2015,91.05,CLN5 Comdty,7/2015,88.1,CLN5 Comdty,7/2015,89.7,CLN5 Comdty,7/2015,83.24,CLN5 Comdty,7/2015,86.47,CLN5 Comdty,7/2015,97.07,CLN5 Comdty,7/2015,89.63,CLN5 Comdty,7/2015,87.82
65M,CLQ5 Comdty,8/2015,91.15,CLQ5 Comdty,8/2015,88.22,CLQ5 Comdty,8/2015,89.81,CLQ5 Comdty,8/2015,83.37,CLQ5 Comdty,8/2015,86.61,CLQ5 Comdty,8/2015,97.13,CLQ5 Comdty,8/2015,89.7,CLQ5 Comdty,8/2015,87.96
66M,CLU5 Comdty,9/2015,91.25,CLU5 Comdty,9/2015,88.34,CLU5 Comdty,9/2015,89.92,CLU5 Comdty,9/2015,83.5,CLU5 Comdty,9/2015,86.76,CLU5 Comdty,9/2015,97.19,CLU5 Comdty,9/2015,89.77,CLU5 Comdty,9/2015,88.1
67M,CLV5 Comdty,10/2015,91.35,CLV5 Comdty,10/2015,88.47,CLV5 Comdty,10/2015,90.03,CLV5 Comdty,10/2015,83.63,CLV5 Comdty,10/2015,86.91,CLV5 Comdty,10/2015,97.25,CLV5 Comdty,10/2015,89.85,CLV5 Comdty,10/2015,88.24
68M,CLX5 Comdty,11/2015,91.45,CLX5 Comdty,11/2015,88.6,CLX5 Comdty,11/2015,90.14,CLX5 Comdty,11/2015,83.77,CLX5 Comdty,11/2015,87.06,CLX5 Comdty,11/2015,97.32,CLX5 Comdty,11/2015,89.93,CLX5 Comdty,11/2015,88.38
69M,CLZ5 Comdty,12/2015,91.55,CLZ5 Comdty,12/2015,88.73,CLZ5 Comdty,12/2015,90.26,CLZ5 Comdty,12/2015,83.91,CLZ5 Comdty,12/2015,87.21,CLZ5 Comdty,12/2015,97.39,CLZ5 Comdty,12/2015,90.01,CLZ5 Comdty,12/2015,88.53
75M,CLM6 Comdty,6/2016,92.18,CLM6 Comdty,6/2016,89.5,CLM6 Comdty,6/2016,90.96,CLM6 Comdty,6/2016,84.75,CLM6 Comdty,6/2016,88.11,CLM6 Comdty,6/2016,97.81,CLM6 Comdty,6/2016,90.42,CLM6 Comdty,6/2016,89.35
81M,CLZ6 Comdty,12/2016,92.82,CLZ6 Comdty,12/2016,90.27,CLZ6 Comdty,12/2016,91.66,CLZ6 Comdty,12/2016,85.6,CLZ6 Comdty,12/2016,89.01,CLZ6 Comdty,12/2016,98.24,CLZ6 Comdty,12/2016,90.83,CLZ6 Comdty,12/2016,90.18
87M,CLM7 Comdty,6/2017,93.57,CLM7 Comdty,6/2017,91.09,CLM7 Comdty,6/2017,92.43,CLM7 Comdty,6/2017,86.43,CLM7 Comdty,6/2017,90.01,CLM7 Comdty,6/2017,98.75,CLM7 Comdty,6/2017,91.3,CLM7 Comdty,6/2017,91.09
93M,CLZ7 Comdty,12/2017,94.32,CLZ7 Comdty,12/2017,91.91,CLZ7 Comdty,12/2017,93.2,CLZ7 Comdty,12/2017,87.26,CLZ7 Comdty,12/2017,91.01,CLZ7 Comdty,12/2017,99.26,CLZ7 Comdty,12/2017,91.78,CLZ7 Comdty,12/2017,92.01
99M,CLM8 Comdty,6/2018,95.12,CLM8 Comdty,6/2018,92.76,CLM8 Comdty,6/2018,94.02,CLM8 Comdty,6/2018,88.13,CLM8 Comdty,6/2018,92.07,CLM8 Comdty,6/2018,99.82,CLM8 Comdty,6/2018,92.3,CLM8 Comdty,6/2018,93.02
105M,CLZ8 Comdty,12/2018,95.92,CLZ8 Comdty,12/2018,93.61,CLZ8 Comdty,12/2018,94.84,CLZ8 Comdty,12/2018,89,CLZ8 Comdty,12/2018,93.13,CLZ8 Comdty,12/2018,100.38,CLZ8 Comdty,12/2018,92.83,CLZ8 Comdty,12/2018,94.04
