Period,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price
20M,CLG07 Comdty,2/2007,66.22,CLG07 Comdty,2/2007,61.13,CLG07 Comdty,2/2007,61.1,CLG07 Comdty,2/2007,65.03,CLG07 Comdty,2/2007,68.16,CLG07 Comdty,2/2007,63.49,CLG07 Comdty,2/2007,59.53,CLG07 Comdty,2/2007,54.4
21M,CLH07 Comdty,3/2007,66.26,CLH07 Comdty,3/2007,61.11,CLH07 Comdty,3/2007,60.99,CLH07 Comdty,3/2007,64.86,CLH07 Comdty,3/2007,67.93,CLH07 Comdty,3/2007,63.38,CLH07 Comdty,3/2007,59.42,CLH07 Comdty,3/2007,54.29
22M,CLJ07 Comdty,4/2007,66.29,CLJ07 Comdty,4/2007,61.09,CLJ07 Comdty,4/2007,60.87,CLJ07 Comdty,4/2007,64.68,CLJ07 Comdty,4/2007,67.71,CLJ07 Comdty,4/2007,63.27,CLJ07 Comdty,4/2007,59.31,CLJ07 Comdty,4/2007,54.18
23M,CLK07 Comdty,5/2007,66.3,CLK07 Comdty,5/2007,61.05,CLK07 Comdty,5/2007,60.74,CLK07 Comdty,5/2007,64.48,CLK07 Comdty,5/2007,67.49,CLK07 Comdty,5/2007,63.15,CLK07 Comdty,5/2007,59.2,CLK07 Comdty,5/2007,54.07
2Y,CLM07 Comdty,6/2007,66.29,CLM07 Comdty,6/2007,61,CLM07 Comdty,6/2007,60.61,CLM07 Comdty,6/2007,64.27,CLM07 Comdty,6/2007,67.27,CLM07 Comdty,6/2007,63.03,CLM07 Comdty,6/2007,59.09,CLM07 Comdty,6/2007,53.96
25M,CLN07 Comdty,7/2007,66.24,CLN07 Comdty,7/2007,60.89,CLN07 Comdty,7/2007,60.46,CLN07 Comdty,7/2007,64.07,CLN07 Comdty,7/2007,67.04,CLN07 Comdty,7/2007,62.91,CLN07 Comdty,7/2007,58.98,CLN07 Comdty,7/2007,53.83
26M,CLQ07 Comdty,8/2007,66.15,CLQ07 Comdty,8/2007,60.73,CLQ07 Comdty,8/2007,60.3,CLQ07 Comdty,8/2007,63.88,CLQ07 Comdty,8/2007,66.8,CLQ07 Comdty,8/2007,62.79,CLQ07 Comdty,8/2007,58.87,CLQ07 Comdty,8/2007,53.71
27M,CLU07 Comdty,9/2007,66.02,CLU07 Comdty,9/2007,60.56,CLU07 Comdty,9/2007,60.14,CLU07 Comdty,9/2007,63.69,CLU07 Comdty,9/2007,66.56,CLU07 Comdty,9/2007,62.67,CLU07 Comdty,9/2007,58.76,CLU07 Comdty,9/2007,53.59
28M,CLV07 Comdty,10/2007,65.88,CLV07 Comdty,10/2007,60.38,CLV07 Comdty,10/2007,59.97,CLV07 Comdty,10/2007,63.49,CLV07 Comdty,10/2007,66.32,CLV07 Comdty,10/2007,62.55,CLV07 Comdty,10/2007,58.65,CLV07 Comdty,10/2007,53.47
29M,CLX07 Comdty,11/2007,65.73,CLX07 Comdty,11/2007,60.2,CLX07 Comdty,11/2007,59.8,CLX07 Comdty,11/2007,63.29,CLX07 Comdty,11/2007,66.08,CLX07 Comdty,11/2007,62.44,CLX07 Comdty,11/2007,58.54,CLX07 Comdty,11/2007,53.35
30M,CLZ07 Comdty,12/2007,65.56,CLZ07 Comdty,12/2007,60.01,CLZ07 Comdty,12/2007,59.63,CLZ07 Comdty,12/2007,63.09,CLZ07 Comdty,12/2007,65.84,CLZ07 Comdty,12/2007,62.35,CLZ07 Comdty,12/2007,58.43,CLZ07 Comdty,12/2007,53.24
31M,CLF08 Comdty,1/2008,65.41,CLF08 Comdty,1/2008,59.83,CLF08 Comdty,1/2008,59.44,CLF08 Comdty,1/2008,62.92,CLF08 Comdty,1/2008,65.62,CLF08 Comdty,1/2008,,CLF08 Comdty,1/2008,,,,
32M,CLG08 Comdty,2/2008,65.27,CLG08 Comdty,2/2008,59.68,CLG08 Comdty,2/2008,59.29,CLG08 Comdty,2/2008,62.79,CLG08 Comdty,2/2008,65.44,CLG08 Comdty,2/2008,,,,,,,
33M,CLH08 Comdty,3/2008,65.15,CLH08 Comdty,3/2008,59.54,CLH08 Comdty,3/2008,59.17,CLH08 Comdty,3/2008,62.66,CLH08 Comdty,3/2008,65.26,,,,,,,,,
34M,CLJ08 Comdty,4/2008,65.02,CLJ08 Comdty,4/2008,59.4,CLJ08 Comdty,4/2008,,CLJ08 Comdty,4/2008,,,,,,,,,,,,,
35M,CLK08 Comdty,5/2008,64.9,CLK08 Comdty,5/2008,59.26,CLK08 Comdty,5/2008,,,,,,,,,,,,,,,,
3Y,CLM08 Comdty,6/2008,64.78,CLM08 Comdty,6/2008,59.12,CLM08 Comdty,6/2008,58.9,CLM08 Comdty,6/2008,62.31,CLM08 Comdty,6/2008,64.94,CLM08 Comdty,6/2008,61.77,CLM08 Comdty,6/2008,57.98,CLM08 Comdty,6/2008,52.72
42M,CLZ08 Comdty,12/2008,63.96,CLZ08 Comdty,12/2008,58.27,CLZ08 Comdty,12/2008,58.14,CLZ08 Comdty,12/2008,61.57,CLZ08 Comdty,12/2008,64.26,CLZ08 Comdty,12/2008,61.35,CLZ08 Comdty,12/2008,57.53,CLZ08 Comdty,12/2008,52.19
54M,CLZ09 Comdty,12/2009,62.46,CLZ09 Comdty,12/2009,56.82,CLZ09 Comdty,12/2009,56.79,CLZ09 Comdty,12/2009,60.47,CLZ09 Comdty,12/2009,63.21,CLZ09 Comdty,12/2009,60.8,CLZ09 Comdty,12/2009,56.93,CLZ09 Comdty,12/2009,51.44
66M,CLZ10 Comdty,12/2010,61.21,CLZ10 Comdty,12/2010,55.74,CLZ10 Comdty,12/2010,55.79,CLZ10 Comdty,12/2010,59.67,CLZ10 Comdty,12/2010,62.46,CLZ10 Comdty,12/2010,60.35,CLZ10 Comdty,12/2010,56.43,CLZ10 Comdty,12/2010,50.89
78M,CLZ11 Comdty,12/2011,60.46,CLZ11 Comdty,12/2011,55.09,CLZ11 Comdty,12/2011,55.24,CLZ11 Comdty,12/2011,59.27,CLZ11 Comdty,12/2011,62.13,CLZ11 Comdty,12/2011,60.15,CLZ11 Comdty,12/2011,56.23,CLZ11 Comdty,12/2011,50.64
90M,CLZ12 Comdty,12/2012,60.05,CLZ12 Comdty,12/2012,54.79,,,,,,,,,,,,,,,,,,
