"","Ticker","Period","Last_Price","Ticker.1","Period.1","Last_Price.1","Ticker.2","Period.2","Last_Price.2","Ticker.3","Period.3","Last_Price.3","Ticker.4","Period.4","Last_Price.4","Ticker.5","Period.5","Last_Price.5","Ticker.6","Period.6","Last_Price.6","Ticker.7","Period.7","Last_Price.7"
"12","CLV5 Comdty","10/2015",86.79,"CLU5 Comdty","9/2015",90.56,"CLQ5 Comdty","8/2015",92.58,"CLN5 Comdty","7/2015",97.37,"CLM5 Comdty","6/2015",93.54,"CLK5 Comdty","5/2015",91.26,"CLJ5 Comdty","4/2015",90.9,"CLH5 Comdty","3/2015",93.42
"13","CLX5 Comdty","11/2015",86.76,"CLV5 Comdty","10/2015",90.39,"CLU5 Comdty","9/2015",92.3,"CLQ5 Comdty","8/2015",96.78,"CLN5 Comdty","7/2015",92.9,"CLM5 Comdty","6/2015",90.72,"CLK5 Comdty","5/2015",90.36,"CLJ5 Comdty","4/2015",92.55
"14","CLZ5 Comdty","12/2015",86.73,"CLX5 Comdty","11/2015",90.24,"CLV5 Comdty","10/2015",92.04,"CLU5 Comdty","9/2015",96.28,"CLQ5 Comdty","8/2015",92.31,"CLN5 Comdty","7/2015",90.08,"CLM5 Comdty","6/2015",89.84,"CLK5 Comdty","5/2015",91.76
"15","CLF6 Comdty","1/2016",86.58,"CLZ5 Comdty","12/2015",90.1,"CLX5 Comdty","11/2015",91.83,"CLV5 Comdty","10/2015",95.83,"CLU5 Comdty","9/2015",91.82,"CLQ5 Comdty","8/2015",89.47,"CLN5 Comdty","7/2015",89.22,"CLM5 Comdty","6/2015",91.08
"16","CLG6 Comdty","2/2016",86.43,"CLF6 Comdty","1/2016",89.83,"CLZ5 Comdty","12/2015",91.63,"CLX5 Comdty","11/2015",95.47,"CLV5 Comdty","10/2015",91.37,"CLU5 Comdty","9/2015",88.96,"CLQ5 Comdty","8/2015",88.65,"CLN5 Comdty","7/2015",90.31
"17","CLH6 Comdty","3/2016",86.29,"CLG6 Comdty","2/2016",89.56,"CLF6 Comdty","1/2016",91.28,"CLZ5 Comdty","12/2015",95.12,"CLX5 Comdty","11/2015",91,"CLV5 Comdty","10/2015",88.48,"CLU5 Comdty","9/2015",88.17,"CLQ5 Comdty","8/2015",89.66
"18","CLJ6 Comdty","4/2016",86.14,"CLH6 Comdty","3/2016",89.3,"CLG6 Comdty","2/2016",90.96,"CLF6 Comdty","1/2016",94.58,"CLZ5 Comdty","12/2015",90.65,"CLX5 Comdty","11/2015",88.11,"CLV5 Comdty","10/2015",87.72,"CLU5 Comdty","9/2015",89.12
"19","CLK6 Comdty","5/2016",86.03,"CLJ6 Comdty","4/2016",89.06,"CLH6 Comdty","3/2016",90.68,"CLG6 Comdty","2/2016",94.07,"CLF6 Comdty","1/2016",90.13,"CLZ5 Comdty","12/2015",87.78,"CLX5 Comdty","11/2015",87.35,"CLV5 Comdty","10/2015",88.62
"20","CLM6 Comdty","6/2016",85.97,"CLK6 Comdty","5/2016",88.87,"CLJ6 Comdty","4/2016",90.44,"CLH6 Comdty","3/2016",93.59,"CLG6 Comdty","2/2016",89.63,"CLF6 Comdty","1/2016",87.3,"CLZ5 Comdty","12/2015",87.01,"CLX5 Comdty","11/2015",88.2
"21","CLN6 Comdty","7/2016",85.79,"CLM6 Comdty","6/2016",88.74,"CLK6 Comdty","5/2016",90.25,"CLJ6 Comdty","4/2016",93.14,"CLH6 Comdty","3/2016",89.17,"CLG6 Comdty","2/2016",86.82,"CLF6 Comdty","1/2016",86.5,"CLZ5 Comdty","12/2015",87.81
"22","CLQ6 Comdty","8/2016",85.65,"CLN6 Comdty","7/2016",88.49,"CLM6 Comdty","6/2016",90.13,"CLK6 Comdty","5/2016",92.78,"CLJ6 Comdty","4/2016",88.74,"CLH6 Comdty","3/2016",86.37,"CLG6 Comdty","2/2016",86.02,"CLF6 Comdty","1/2016",87.25
"23","CLU6 Comdty","9/2016",85.55,"CLQ6 Comdty","8/2016",88.32,"CLN6 Comdty","7/2016",89.88,"CLM6 Comdty","6/2016",92.48,"CLK6 Comdty","5/2016",88.41,"CLJ6 Comdty","4/2016",85.99,"CLH6 Comdty","3/2016",85.57,"CLG6 Comdty","2/2016",86.73
"24","CLV6 Comdty","10/2016",85.48,"CLU6 Comdty","9/2016",88.22,"CLQ6 Comdty","8/2016",89.7,"CLN6 Comdty","7/2016",92.09,"CLM6 Comdty","6/2016",88.14,"CLK6 Comdty","5/2016",85.72,"CLJ6 Comdty","4/2016",85.18,"CLH6 Comdty","3/2016",86.23
"25","CLX6 Comdty","11/2016",85.45,"CLV6 Comdty","10/2016",88.15,"CLU6 Comdty","9/2016",89.57,"CLQ6 Comdty","8/2016",91.83,"CLN6 Comdty","7/2016",87.78,"CLM6 Comdty","6/2016",85.49,"CLK6 Comdty","5/2016",84.88,"CLJ6 Comdty","4/2016",85.77
"26","CLZ6 Comdty","12/2016",85.45,"CLX6 Comdty","11/2016",88.11,"CLV6 Comdty","10/2016",89.48,"CLU6 Comdty","9/2016",91.62,"CLQ6 Comdty","8/2016",87.48,"CLN6 Comdty","7/2016",85.14,"CLM6 Comdty","6/2016",84.64,"CLK6 Comdty","5/2016",85.38
"27","CLF7 Comdty","1/2017",85.25,"CLZ6 Comdty","12/2016",88.1,"CLX6 Comdty","11/2016",89.42,"CLV6 Comdty","10/2016",91.45,"CLU6 Comdty","9/2016",87.22,"CLQ6 Comdty","8/2016",84.84,"CLN6 Comdty","7/2016",84.28,"CLM6 Comdty","6/2016",85.03
"28","CLG7 Comdty","2/2017",85.08,"CLF7 Comdty","1/2017",87.87,"CLZ6 Comdty","12/2016",89.38,"CLX6 Comdty","11/2016",91.32,"CLV6 Comdty","10/2016",87,"CLU6 Comdty","9/2016",84.59,"CLQ6 Comdty","8/2016",83.96,"CLN6 Comdty","7/2016",84.61
"29","CLH7 Comdty","3/2017",84.95,"CLG7 Comdty","2/2017",87.67,"CLF7 Comdty","1/2017",89.15,"CLZ6 Comdty","12/2016",91.22,"CLX6 Comdty","11/2016",86.85,"CLV6 Comdty","10/2016",84.39,"CLU6 Comdty","9/2016",83.69,"CLQ6 Comdty","8/2016",84.23
"30","CLJ7 Comdty","4/2017",84.85,"CLH7 Comdty","3/2017",87.49,"CLG7 Comdty","2/2017",88.94,"CLF7 Comdty","1/2017",90.95,"CLZ6 Comdty","12/2016",86.73,"CLX6 Comdty","11/2016",84.25,"CLV6 Comdty","10/2016",83.48,"CLU6 Comdty","9/2016",83.89
"31","CLK7 Comdty","5/2017",84.78,"CLJ7 Comdty","4/2017",87.36,"CLH7 Comdty","3/2017",88.75,"CLG7 Comdty","2/2017",90.7,"CLF7 Comdty","1/2017",86.47,"CLZ6 Comdty","12/2016",84.15,"CLX6 Comdty","11/2016",83.3,"CLV6 Comdty","10/2016",83.6
"32","CLM7 Comdty","6/2017",84.76,"CLK7 Comdty","5/2017",87.28,"CLJ7 Comdty","4/2017",88.59,"CLH7 Comdty","3/2017",90.46,"CLG7 Comdty","2/2017",86.22,"CLF7 Comdty","1/2017",83.91,"CLZ6 Comdty","12/2016",83.16,"CLX6 Comdty","11/2016",83.37
"33","CLN7 Comdty","7/2017",84.63,"CLM7 Comdty","6/2017",87.23,"CLK7 Comdty","5/2017",88.48,"CLJ7 Comdty","4/2017",90.27,"CLH7 Comdty","3/2017",85.98,"CLG7 Comdty","2/2017",83.68,"CLF7 Comdty","1/2017",82.9,"CLZ6 Comdty","12/2016",83.18
"34","CLQ7 Comdty","8/2017",84.58,"CLN7 Comdty","7/2017",87.09,"CLM7 Comdty","6/2017",88.41,"CLK7 Comdty","5/2017",90.11,"CLJ7 Comdty","4/2017",85.76,"CLH7 Comdty","3/2017",83.46,"CLG7 Comdty","2/2017",82.66,"CLF7 Comdty","1/2017",82.9
"35","CLU7 Comdty","9/2017",84.59,"CLQ7 Comdty","8/2017",87.02,"CLN7 Comdty","7/2017",88.27,"CLM7 Comdty","6/2017",89.99,"CLK7 Comdty","5/2017",85.56,"CLJ7 Comdty","4/2017",83.26,"CLH7 Comdty","3/2017",82.43,"CLG7 Comdty","2/2017",82.63
"36","CLV7 Comdty","10/2017",84.63,"CLU7 Comdty","9/2017",87.01,"CLQ7 Comdty","8/2017",88.19,"CLN7 Comdty","7/2017",89.82,"CLM7 Comdty","6/2017",85.39,"CLK7 Comdty","5/2017",83.07,"CLJ7 Comdty","4/2017",82.2,"CLH7 Comdty","3/2017",82.37
"37","CLX7 Comdty","11/2017",84.71,"CLV7 Comdty","10/2017",87.03,"CLU7 Comdty","9/2017",88.16,"CLQ7 Comdty","8/2017",89.68,"CLN7 Comdty","7/2017",85.19,"CLM7 Comdty","6/2017",82.9,"CLK7 Comdty","5/2017",81.99,"CLJ7 Comdty","4/2017",82.12
"38","CLZ7 Comdty","12/2017",84.81,"CLX7 Comdty","11/2017",87.07,"CLV7 Comdty","10/2017",88.17,"CLU7 Comdty","9/2017",89.59,"CLQ7 Comdty","8/2017",85.04,"CLN7 Comdty","7/2017",82.71,"CLM7 Comdty","6/2017",81.8,"CLK7 Comdty","5/2017",81.88
"39","CLF8 Comdty","1/2018",84.73,"CLZ7 Comdty","12/2017",87.14,"CLX7 Comdty","11/2017",88.2,"CLV7 Comdty","10/2017",89.54,"CLU7 Comdty","9/2017",84.92,"CLQ7 Comdty","8/2017",82.58,"CLN7 Comdty","7/2017",81.6,"CLM7 Comdty","6/2017",81.65
"40","CLG8 Comdty","2/2018",84.66,"CLF8 Comdty","1/2018",87.04,"CLZ7 Comdty","12/2017",88.25,"CLX7 Comdty","11/2017",89.52,"CLV7 Comdty","10/2017",84.84,"CLU7 Comdty","9/2017",82.48,"CLQ7 Comdty","8/2017",81.44,"CLN7 Comdty","7/2017",81.4
"41","CLH8 Comdty","3/2018",84.6,"CLG8 Comdty","2/2018",86.96,"CLF8 Comdty","1/2018",88.14,"CLZ7 Comdty","12/2017",89.52,"CLX7 Comdty","11/2017",84.79,"CLV7 Comdty","10/2017",82.42,"CLU7 Comdty","9/2017",81.31,"CLQ7 Comdty","8/2017",81.19
"42","CLJ8 Comdty","4/2018",84.54,"CLH8 Comdty","3/2018",86.88,"CLG8 Comdty","2/2018",88.03,"CLF8 Comdty","1/2018",89.43,"CLZ7 Comdty","12/2017",84.78,"CLX7 Comdty","11/2017",82.39,"CLV7 Comdty","10/2017",81.22,"CLU7 Comdty","9/2017",81.01
"43","CLK8 Comdty","5/2018",84.49,"CLJ8 Comdty","4/2018",86.81,"CLH8 Comdty","3/2018",87.93,"CLG8 Comdty","2/2018",89.34,"CLF8 Comdty","1/2018",84.63,"CLZ7 Comdty","12/2017",82.38,"CLX7 Comdty","11/2017",81.15,"CLV7 Comdty","10/2017",80.87
"44","CLM8 Comdty","6/2018",84.46,"CLK8 Comdty","5/2018",86.75,"CLJ8 Comdty","4/2018",87.84,"CLH8 Comdty","3/2018",89.26,"CLG8 Comdty","2/2018",84.49,"CLF8 Comdty","1/2018",82.26,"CLZ7 Comdty","12/2017",81.11,"CLX7 Comdty","11/2017",80.76
"45","CLN8 Comdty","7/2018",84.43,"CLM8 Comdty","6/2018",86.7,"CLK8 Comdty","5/2018",87.76,"CLJ8 Comdty","4/2018",89.18,"CLH8 Comdty","3/2018",84.36,"CLG8 Comdty","2/2018",82.15,"CLF8 Comdty","1/2018",80.97,"CLZ7 Comdty","12/2017",80.68
"46","CLQ8 Comdty","8/2018",84.42,"CLN8 Comdty","7/2018",86.63,"CLM8 Comdty","6/2018",87.68,"CLK8 Comdty","5/2018",89.11,"CLJ8 Comdty","4/2018",84.24,"CLH8 Comdty","3/2018",82.05,"CLG8 Comdty","2/2018",80.83,"CLF8 Comdty","1/2018",80.51
"47","CLU8 Comdty","9/2018",84.43,"CLQ8 Comdty","8/2018",86.58,"CLN8 Comdty","7/2018",87.57,"CLM8 Comdty","6/2018",89.05,"CLK8 Comdty","5/2018",84.13,"CLJ8 Comdty","4/2018",81.95,"CLH8 Comdty","3/2018",80.7,"CLG8 Comdty","2/2018",80.35
"48","CLV8 Comdty","10/2018",84.47,"CLU8 Comdty","9/2018",86.56,"CLQ8 Comdty","8/2018",87.49,"CLN8 Comdty","7/2018",88.96,"CLM8 Comdty","6/2018",84.03,"CLK8 Comdty","5/2018",81.86,"CLJ8 Comdty","4/2018",80.57,"CLH8 Comdty","3/2018",80.2
"49","CLX8 Comdty","11/2018",84.52,"CLV8 Comdty","10/2018",86.55,"CLU8 Comdty","9/2018",87.44,"CLQ8 Comdty","8/2018",88.9,"CLN8 Comdty","7/2018",83.9,"CLM8 Comdty","6/2018",81.77,"CLK8 Comdty","5/2018",80.45,"CLJ8 Comdty","4/2018",80.06
"50","CLZ8 Comdty","12/2018",84.59,"CLX8 Comdty","11/2018",86.56,"CLV8 Comdty","10/2018",87.41,"CLU8 Comdty","9/2018",88.85,"CLQ8 Comdty","8/2018",83.79,"CLN8 Comdty","7/2018",81.65,"CLM8 Comdty","6/2018",80.34,"CLK8 Comdty","5/2018",79.93
"51","CLF9 Comdty","1/2019",84.56,"CLZ8 Comdty","12/2018",86.59,"CLX8 Comdty","11/2018",87.4,"CLV8 Comdty","10/2018",88.81,"CLU8 Comdty","9/2018",83.69,"CLQ8 Comdty","8/2018",81.55,"CLN8 Comdty","7/2018",80.2,"CLM8 Comdty","6/2018",79.8
"52","CLG9 Comdty","2/2019",84.53,"CLF9 Comdty","1/2019",86.52,"CLZ8 Comdty","12/2018",87.4,"CLX8 Comdty","11/2018",88.78,"CLV8 Comdty","10/2018",83.6,"CLU8 Comdty","9/2018",81.46,"CLQ8 Comdty","8/2018",80.09,"CLN8 Comdty","7/2018",79.64
"53","CLH9 Comdty","3/2019",84.51,"CLG9 Comdty","2/2019",86.46,"CLF9 Comdty","1/2019",87.31,"CLZ8 Comdty","12/2018",88.77,"CLX8 Comdty","11/2018",83.52,"CLV8 Comdty","10/2018",81.39,"CLU8 Comdty","9/2018",79.98,"CLQ8 Comdty","8/2018",79.5
"54","CLJ9 Comdty","4/2019",84.51,"CLH9 Comdty","3/2019",86.41,"CLG9 Comdty","2/2019",87.23,"CLF9 Comdty","1/2019",88.71,"CLZ8 Comdty","12/2018",83.45,"CLX8 Comdty","11/2018",81.34,"CLV8 Comdty","10/2018",79.88,"CLU8 Comdty","9/2018",79.37
"55","CLK9 Comdty","5/2019",84.51,"CLJ9 Comdty","4/2019",86.37,"CLH9 Comdty","3/2019",87.16,"CLG9 Comdty","2/2019",88.66,"CLF9 Comdty","1/2019",83.35,"CLZ8 Comdty","12/2018",81.29,"CLX8 Comdty","11/2018",79.78,"CLV8 Comdty","10/2018",79.25
"56","CLM9 Comdty","6/2019",84.53,"CLK9 Comdty","5/2019",86.34,"CLJ9 Comdty","4/2019",87.1,"CLH9 Comdty","3/2019",88.62,"CLG9 Comdty","2/2019",83.26,"CLF9 Comdty","1/2019",81.21,"CLZ8 Comdty","12/2018",79.7,"CLX8 Comdty","11/2018",79.14
"57","CLN9 Comdty","7/2019",84.53,"CLM9 Comdty","6/2019",86.33,"CLK9 Comdty","5/2019",87.05,"CLJ9 Comdty","4/2019",88.59,"CLH9 Comdty","3/2019",83.18,"CLG9 Comdty","2/2019",81.14,"CLF9 Comdty","1/2019",79.6,"CLZ8 Comdty","12/2018",79.05
"58","CLQ9 Comdty","8/2019",84.55,"CLN9 Comdty","7/2019",86.29,"CLM9 Comdty","6/2019",87,"CLK9 Comdty","5/2019",88.57,"CLJ9 Comdty","4/2019",83.1,"CLH9 Comdty","3/2019",81.08,"CLG9 Comdty","2/2019",79.5,"CLF9 Comdty","1/2019",78.95
"59","CLU9 Comdty","9/2019",84.59,"CLQ9 Comdty","8/2019",86.27,"CLN9 Comdty","7/2019",86.93,"CLM9 Comdty","6/2019",88.55,"CLK9 Comdty","5/2019",83.04,"CLJ9 Comdty","4/2019",81.03,"CLH9 Comdty","3/2019",79.42,"CLG9 Comdty","2/2019",78.85
"60","CLV9 Comdty","10/2019",84.64,"CLU9 Comdty","9/2019",86.26,"CLQ9 Comdty","8/2019",86.88,"CLN9 Comdty","7/2019",88.51,"CLM9 Comdty","6/2019",82.98,"CLK9 Comdty","5/2019",80.99,"CLJ9 Comdty","4/2019",79.34,"CLH9 Comdty","3/2019",78.76
