"","Ticker","Period","Last_Price","Ticker.1","Period.1","Last_Price.1","Ticker.2","Period.2","Last_Price.2","Ticker.3","Period.3","Last_Price.3","Ticker.4","Period.4","Last_Price.4","Ticker.5","Period.5","Last_Price.5","Ticker.6","Period.6","Last_Price.6","Ticker.7","Period.7","Last_Price.7"
"13","CLG07 Comdty","2/2007",66.22,"CLF07 Comdty","1/2007",61.14,"CLZ06 Comdty","12/2006",61.38,"CLX06 Comdty","11/2006",65.63,"CLV06 Comdty","10/2006",69.17,"CLU06 Comdty","9/2006",64.1,"CLQ06 Comdty","8/2006",60.29,"CLN06 Comdty","7/2006",55.34
"14","CLH07 Comdty","3/2007",66.26,"CLG07 Comdty","2/2007",61.13,"CLF07 Comdty","1/2007",61.22,"CLZ06 Comdty","12/2006",65.49,"CLX06 Comdty","11/2006",68.95,"CLV06 Comdty","10/2006",63.99,"CLU06 Comdty","9/2006",60.17,"CLQ06 Comdty","8/2006",55.22
"15","CLJ07 Comdty","4/2007",66.29,"CLH07 Comdty","3/2007",61.11,"CLG07 Comdty","2/2007",61.1,"CLF07 Comdty","1/2007",65.23,"CLZ06 Comdty","12/2006",68.73,"CLX06 Comdty","11/2006",63.87,"CLV06 Comdty","10/2006",60.04,"CLU06 Comdty","9/2006",55.08
"16","CLK07 Comdty","5/2007",66.3,"CLJ07 Comdty","4/2007",61.09,"CLH07 Comdty","3/2007",60.99,"CLG07 Comdty","2/2007",65.03,"CLF07 Comdty","1/2007",68.42,"CLZ06 Comdty","12/2006",63.75,"CLX06 Comdty","11/2006",59.9,"CLV06 Comdty","10/2006",54.94
"17","CLM07 Comdty","6/2007",66.29,"CLK07 Comdty","5/2007",61.05,"CLJ07 Comdty","4/2007",60.87,"CLH07 Comdty","3/2007",64.86,"CLG07 Comdty","2/2007",68.16,"CLF07 Comdty","1/2007",63.61,"CLZ06 Comdty","12/2006",59.76,"CLX06 Comdty","11/2006",54.79
"18","CLN07 Comdty","7/2007",66.24,"CLM07 Comdty","6/2007",61,"CLK07 Comdty","5/2007",60.74,"CLJ07 Comdty","4/2007",64.68,"CLH07 Comdty","3/2007",67.93,"CLG07 Comdty","2/2007",63.49,"CLF07 Comdty","1/2007",59.64,"CLZ06 Comdty","12/2006",54.64
"19","CLQ07 Comdty","8/2007",66.15,"CLN07 Comdty","7/2007",60.89,"CLM07 Comdty","6/2007",60.61,"CLK07 Comdty","5/2007",64.48,"CLJ07 Comdty","4/2007",67.71,"CLH07 Comdty","3/2007",63.38,"CLG07 Comdty","2/2007",59.53,"CLF07 Comdty","1/2007",54.51
"20","CLU07 Comdty","9/2007",66.02,"CLQ07 Comdty","8/2007",60.73,"CLN07 Comdty","7/2007",60.46,"CLM07 Comdty","6/2007",64.27,"CLK07 Comdty","5/2007",67.49,"CLJ07 Comdty","4/2007",63.27,"CLH07 Comdty","3/2007",59.42,"CLG07 Comdty","2/2007",54.4
"21","CLV07 Comdty","10/2007",65.88,"CLU07 Comdty","9/2007",60.56,"CLQ07 Comdty","8/2007",60.3,"CLN07 Comdty","7/2007",64.07,"CLM07 Comdty","6/2007",67.27,"CLK07 Comdty","5/2007",63.15,"CLJ07 Comdty","4/2007",59.31,"CLH07 Comdty","3/2007",54.29
"22","CLX07 Comdty","11/2007",65.73,"CLV07 Comdty","10/2007",60.38,"CLU07 Comdty","9/2007",60.14,"CLQ07 Comdty","8/2007",63.88,"CLN07 Comdty","7/2007",67.04,"CLM07 Comdty","6/2007",63.03,"CLK07 Comdty","5/2007",59.2,"CLJ07 Comdty","4/2007",54.18
"23","CLZ07 Comdty","12/2007",65.56,"CLX07 Comdty","11/2007",60.2,"CLV07 Comdty","10/2007",59.97,"CLU07 Comdty","9/2007",63.69,"CLQ07 Comdty","8/2007",66.8,"CLN07 Comdty","7/2007",62.91,"CLM07 Comdty","6/2007",59.09,"CLK07 Comdty","5/2007",54.07
"24","CLF08 Comdty","1/2008",65.41,"CLZ07 Comdty","12/2007",60.01,"CLX07 Comdty","11/2007",59.8,"CLV07 Comdty","10/2007",63.49,"CLU07 Comdty","9/2007",66.56,"CLQ07 Comdty","8/2007",62.79,"CLN07 Comdty","7/2007",58.98,"CLM07 Comdty","6/2007",53.96
"25","CLG08 Comdty","2/2008",65.27,"CLF08 Comdty","1/2008",59.83,"CLZ07 Comdty","12/2007",59.63,"CLX07 Comdty","11/2007",63.29,"CLV07 Comdty","10/2007",66.32,"CLU07 Comdty","9/2007",62.67,"CLQ07 Comdty","8/2007",58.87,"CLN07 Comdty","7/2007",53.83
"26","CLH08 Comdty","3/2008",65.15,"CLG08 Comdty","2/2008",59.68,"CLF08 Comdty","1/2008",59.44,"CLZ07 Comdty","12/2007",63.09,"CLX07 Comdty","11/2007",66.08,"CLV07 Comdty","10/2007",62.55,"CLU07 Comdty","9/2007",58.76,"CLQ07 Comdty","8/2007",53.71
"27","CLJ08 Comdty","4/2008",65.02,"CLH08 Comdty","3/2008",59.54,"CLG08 Comdty","2/2008",59.29,"CLF08 Comdty","1/2008",62.92,"CLZ07 Comdty","12/2007",65.84,"CLX07 Comdty","11/2007",62.44,"CLV07 Comdty","10/2007",58.65,"CLU07 Comdty","9/2007",53.59
"28","CLK08 Comdty","5/2008",64.9,"CLJ08 Comdty","4/2008",59.4,"CLH08 Comdty","3/2008",59.17,"CLG08 Comdty","2/2008",62.79,"CLF08 Comdty","1/2008",65.62,"CLZ07 Comdty","12/2007",62.35,"CLX07 Comdty","11/2007",58.54,"CLV07 Comdty","10/2007",53.47
"29","CLM08 Comdty","6/2008",64.78,"CLK08 Comdty","5/2008",59.26,"CLJ08 Comdty","4/2008",0,"CLH08 Comdty","3/2008",62.66,"CLG08 Comdty","2/2008",65.44,"CLF08 Comdty","1/2008",0,"CLZ07 Comdty","12/2007",58.43,"CLX07 Comdty","11/2007",53.35
"30","CLZ08 Comdty","12/2008",63.96,"CLM08 Comdty","6/2008",59.12,"CLK08 Comdty","5/2008",0,"CLJ08 Comdty","4/2008",0,"CLH08 Comdty","3/2008",65.26,"CLG08 Comdty","2/2008",0,"CLF08 Comdty","1/2008",0,"CLZ07 Comdty","12/2007",53.24
"31","CLZ09 Comdty","12/2009",62.46,"CLZ08 Comdty","12/2008",58.27,"CLM08 Comdty","6/2008",58.9,"","",0,"","",0,"","",0,"","",0,"","",0
"32","CLZ10 Comdty","12/2010",61.21,"CLZ09 Comdty","12/2009",56.82,"CLZ08 Comdty","12/2008",58.14,"CLM08 Comdty","6/2008",62.31,"","",0,"","",0,"","",0,"","",0
"33","CLZ11 Comdty","12/2011",60.46,"CLZ10 Comdty","12/2010",55.74,"CLZ09 Comdty","12/2009",56.79,"CLZ08 Comdty","12/2008",61.57,"CLM08 Comdty","6/2008",64.94,"","",0,"","",0,"","",0
"34","CLZ12 Comdty","12/2012",60.05,"CLZ11 Comdty","12/2011",55.09,"CLZ10 Comdty","12/2010",55.79,"CLZ09 Comdty","12/2009",60.47,"CLZ08 Comdty","12/2008",64.26,"CLM08 Comdty","6/2008",61.77,"","",0,"","",0
"35",NA,NA,NA,"CLZ12 Comdty","12/2012",54.79,"CLZ11 Comdty","12/2011",55.24,"CLZ10 Comdty","12/2010",59.67,"CLZ09 Comdty","12/2009",63.21,"CLZ08 Comdty","12/2008",61.35,"CLM08 Comdty","6/2008",57.98,"","",0
"36",NA,NA,NA,NA,NA,NA,"","",0,"CLZ11 Comdty","12/2011",59.27,"CLZ10 Comdty","12/2010",62.46,"CLZ09 Comdty","12/2009",60.8,"CLZ08 Comdty","12/2008",57.53,"CLM08 Comdty","6/2008",52.72
"37",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,"CLZ11 Comdty","12/2011",62.13,"CLZ10 Comdty","12/2010",60.35,"CLZ09 Comdty","12/2009",56.93,"CLZ08 Comdty","12/2008",52.19
"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,"CLZ11 Comdty","12/2011",60.15,"CLZ10 Comdty","12/2010",56.43,"CLZ09 Comdty","12/2009",51.44
"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,"CLZ11 Comdty","12/2011",56.23,"CLZ10 Comdty","12/2010",50.89
"40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,"CLZ11 Comdty","12/2011",50.64
"41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0
"42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
