"","Ticker","Period","Last_Price","Ticker.1","Period.1","Last_Price.1","Ticker.2","Period.2","Last_Price.2","Ticker.3","Period.3","Last_Price.3","Ticker.4","Period.4","Last_Price.4","Ticker.5","Period.5","Last_Price.5","Ticker.6","Period.6","Last_Price.6","Ticker.7","Period.7","Last_Price.7"
"12","CLK04 Comdty","5/2004",24.61,"CLJ04 Comdty","4/2004",24.93,"CLH04 Comdty","3/2004",27.22,"CLG04 Comdty","2/2004",26.4,"CLF04 Comdty","1/2004",24.4,"CLZ03 Comdty","12/2003",24.12,"CLX03 Comdty","11/2003",23.84,"CLV03 Comdty","10/2003",24.87
"13","CLM04 Comdty","6/2004",24.53,"CLK04 Comdty","5/2004",24.75,"CLJ04 Comdty","4/2004",26.77,"CLH04 Comdty","3/2004",26.06,"CLG04 Comdty","2/2004",24.15,"CLF04 Comdty","1/2004",23.98,"CLZ03 Comdty","12/2003",23.64,"CLX03 Comdty","11/2003",24.59
"14","CLN04 Comdty","7/2004",24.47,"CLM04 Comdty","6/2004",24.61,"CLK04 Comdty","5/2004",26.32,"CLJ04 Comdty","4/2004",25.73,"CLH04 Comdty","3/2004",23.91,"CLG04 Comdty","2/2004",23.85,"CLF04 Comdty","1/2004",23.46,"CLZ03 Comdty","12/2003",24.36
"15","CLQ04 Comdty","8/2004",24.43,"CLN04 Comdty","7/2004",24.51,"CLM04 Comdty","6/2004",25.91,"CLK04 Comdty","5/2004",25.4,"CLJ04 Comdty","4/2004",23.69,"CLH04 Comdty","3/2004",23.72,"CLG04 Comdty","2/2004",23.32,"CLF04 Comdty","1/2004",24.17
"16","CLU04 Comdty","9/2004",24.39,"CLQ04 Comdty","8/2004",24.41,"CLN04 Comdty","7/2004",25.61,"CLM04 Comdty","6/2004",25.09,"CLK04 Comdty","5/2004",23.5,"CLJ04 Comdty","4/2004",23.59,"CLH04 Comdty","3/2004",23.2,"CLG04 Comdty","2/2004",23.99
"17","CLV04 Comdty","10/2004",24.35,"CLU04 Comdty","9/2004",24.31,"CLQ04 Comdty","8/2004",25.33,"CLN04 Comdty","7/2004",24.84,"CLM04 Comdty","6/2004",23.36,"CLK04 Comdty","5/2004",23.48,"CLJ04 Comdty","4/2004",23.08,"CLH04 Comdty","3/2004",23.81
"18","CLX04 Comdty","11/2004",24.31,"CLV04 Comdty","10/2004",24.21,"CLU04 Comdty","9/2004",25.05,"CLQ04 Comdty","8/2004",24.61,"CLN04 Comdty","7/2004",23.28,"CLM04 Comdty","6/2004",23.39,"CLK04 Comdty","5/2004",22.97,"CLJ04 Comdty","4/2004",23.64
"19","CLZ04 Comdty","12/2004",24.27,"CLX04 Comdty","11/2004",24.11,"CLV04 Comdty","10/2004",24.79,"CLU04 Comdty","9/2004",24.4,"CLQ04 Comdty","8/2004",23.21,"CLN04 Comdty","7/2004",23.34,"CLM04 Comdty","6/2004",22.89,"CLK04 Comdty","5/2004",23.48
"20","CLF05 Comdty","1/2005",24.23,"CLZ04 Comdty","12/2004",24.01,"CLX04 Comdty","11/2004",24.58,"CLV04 Comdty","10/2004",24.22,"CLU04 Comdty","9/2004",23.15,"CLQ04 Comdty","8/2004",23.3,"CLN04 Comdty","7/2004",22.84,"CLM04 Comdty","6/2004",23.36
"21","CLG05 Comdty","2/2005",24.19,"CLF05 Comdty","1/2005",23.91,"CLZ04 Comdty","12/2004",24.43,"CLX04 Comdty","11/2004",24.09,"CLV04 Comdty","10/2004",23.1,"CLU04 Comdty","9/2004",23.26,"CLQ04 Comdty","8/2004",22.81,"CLN04 Comdty","7/2004",23.28
"22","CLH05 Comdty","3/2005",24.15,"CLG05 Comdty","2/2005",23.84,"CLF05 Comdty","1/2005",24.33,"CLZ04 Comdty","12/2004",23.96,"CLX04 Comdty","11/2004",23.06,"CLV04 Comdty","10/2004",23.22,"CLU04 Comdty","9/2004",22.78,"CLQ04 Comdty","8/2004",23.21
"23","CLJ05 Comdty","4/2005",24.11,"CLH05 Comdty","3/2005",23.8,"CLG05 Comdty","2/2005",24.24,"CLF05 Comdty","1/2005",23.89,"CLZ04 Comdty","12/2004",23.03,"CLX04 Comdty","11/2004",23.19,"CLV04 Comdty","10/2004",22.75,"CLU04 Comdty","9/2004",23.15
"24","CLK05 Comdty","5/2005",24.07,"CLJ05 Comdty","4/2005",23.77,"CLH05 Comdty","3/2005",24.17,"CLG05 Comdty","2/2005",23.84,"CLF05 Comdty","1/2005",23.01,"CLZ04 Comdty","12/2004",23.16,"CLX04 Comdty","11/2004",22.73,"CLV04 Comdty","10/2004",23.09
"25","CLM05 Comdty","6/2005",24.03,"CLK05 Comdty","5/2005",23.74,"CLJ05 Comdty","4/2005",24.11,"CLH05 Comdty","3/2005",23.79,"CLG05 Comdty","2/2005",22.99,"CLF05 Comdty","1/2005",23.13,"CLZ04 Comdty","12/2004",22.71,"CLX04 Comdty","11/2004",23.04
"26","CLN05 Comdty","7/2005",24.02,"CLM05 Comdty","6/2005",23.72,"CLK05 Comdty","5/2005",24.06,"CLJ05 Comdty","4/2005",23.75,"CLH05 Comdty","3/2005",22.97,"CLG05 Comdty","2/2005",23.11,"CLF05 Comdty","1/2005",22.69,"CLZ04 Comdty","12/2004",22.99
"27","CLQ05 Comdty","8/2005",24.02,"CLN05 Comdty","7/2005",23.71,"CLM05 Comdty","6/2005",24.03,"CLK05 Comdty","5/2005",23.72,"CLJ05 Comdty","4/2005",22.95,"CLH05 Comdty","3/2005",23.09,"CLG05 Comdty","2/2005",22.68,"CLF05 Comdty","1/2005",22.94
"28","CLU05 Comdty","9/2005",24.02,"CLQ05 Comdty","8/2005",23.71,"CLN05 Comdty","7/2005",24.01,"CLM05 Comdty","6/2005",23.69,"CLK05 Comdty","5/2005",22.93,"CLJ05 Comdty","4/2005",23.07,"CLH05 Comdty","3/2005",22.67,"CLG05 Comdty","2/2005",22.9
"29","CLV05 Comdty","10/2005",0,"CLU05 Comdty","9/2005",23.71,"CLQ05 Comdty","8/2005",23.99,"CLN05 Comdty","7/2005",0,"CLM05 Comdty","6/2005",22.92,"CLK05 Comdty","5/2005",23.05,"CLJ05 Comdty","4/2005",0,"CLH05 Comdty","3/2005",22.87
"30","CLX05 Comdty","11/2005",0,"CLV05 Comdty","10/2005",0,"CLU05 Comdty","9/2005",23.97,"CLQ05 Comdty","8/2005",0,"CLN05 Comdty","7/2005",0,"CLM05 Comdty","6/2005",23.03,"CLK05 Comdty","5/2005",0,"CLJ05 Comdty","4/2005",0
"31","CLZ05 Comdty","12/2005",24.02,"","",0,"","",0,"","",0,"","",0,"","",0,"CLM05 Comdty","6/2005",22.65,"","",0
"32","CLZ06 Comdty","12/2006",24,"CLZ05 Comdty","12/2005",23.71,"","",0,"","",0,"","",0,"","",0,"","",0,"CLM05 Comdty","6/2005",22.78
"33","CLZ07 Comdty","12/2007",23.99,"CLZ06 Comdty","12/2006",23.73,"CLZ05 Comdty","12/2005",23.93,"","",0,"","",0,"","",0,"","",0,"","",0
"34","CLZ08 Comdty","12/2008",24.03,"CLZ07 Comdty","12/2007",23.75,"CLZ06 Comdty","12/2006",23.93,"CLZ05 Comdty","12/2005",23.56,"","",0,"","",0,"","",0,"","",0
"35","CLZ09 Comdty","12/2009",24.1,"CLZ08 Comdty","12/2008",23.77,"CLZ07 Comdty","12/2007",23.88,"CLZ06 Comdty","12/2006",23.41,"CLZ05 Comdty","12/2005",22.85,"","",0,"","",0,"","",0
"36",NA,NA,NA,"CLZ09 Comdty","12/2009",23.86,"CLZ08 Comdty","12/2008",23.83,"CLZ07 Comdty","12/2007",23.26,"CLZ06 Comdty","12/2006",22.7,"CLZ05 Comdty","12/2005",22.94,"","",0,"","",0
"37",NA,NA,NA,NA,NA,NA,"CLZ09 Comdty","12/2009",23.83,"CLZ08 Comdty","12/2008",23.2,"CLZ07 Comdty","12/2007",22.58,"CLZ06 Comdty","12/2006",22.84,"CLZ05 Comdty","12/2005",22.62,"","",0
"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLZ09 Comdty","12/2009",23.2,"CLZ08 Comdty","12/2008",22.55,"CLZ07 Comdty","12/2007",22.74,"CLZ06 Comdty","12/2006",22.5,"CLZ05 Comdty","12/2005",22.45
"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLZ09 Comdty","12/2009",22.55,"CLZ08 Comdty","12/2008",22.68,"CLZ07 Comdty","12/2007",22.38,"CLZ06 Comdty","12/2006",22.02
"40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLZ09 Comdty","12/2009",22.62,"CLZ08 Comdty","12/2008",22.23,"CLZ07 Comdty","12/2007",21.75
"41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,"CLZ08 Comdty","12/2008",21.6
"42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0
"43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
