"","Ticker","Period","Last_Price","Ticker.1","Period.1","Last_Price.1","Ticker.2","Period.2","Last_Price.2","Ticker.3","Period.3","Last_Price.3","Ticker.4","Period.4","Last_Price.4","Ticker.5","Period.5","Last_Price.5","Ticker.6","Period.6","Last_Price.6","Ticker.7","Period.7","Last_Price.7"
"20","CLK04 Comdty","5/2004",24,"CLJ04 Comdty","4/2004",23.37,"CLH04 Comdty","3/2004",23.58,"CLG04 Comdty","2/2004",22.83,"CLF04 Comdty","1/2004",23.31,"CLZ03 Comdty","12/2003",23.39,"CLX03 Comdty","11/2003",21.76,"CLV03 Comdty","10/2003",21.22
"21","CLM04 Comdty","6/2004",23.92,"CLK04 Comdty","5/2004",23.3,"CLJ04 Comdty","4/2004",23.49,"CLH04 Comdty","3/2004",22.74,"CLG04 Comdty","2/2004",23.21,"CLF04 Comdty","1/2004",23.28,"CLZ03 Comdty","12/2003",21.72,"CLX03 Comdty","11/2003",21.24
"22","CLN04 Comdty","7/2004",23.85,"CLM04 Comdty","6/2004",23.24,"CLK04 Comdty","5/2004",23.4,"CLJ04 Comdty","4/2004",22.66,"CLH04 Comdty","3/2004",23.11,"CLG04 Comdty","2/2004",23.17,"CLF04 Comdty","1/2004",21.68,"CLZ03 Comdty","12/2003",21.26
"23","CLQ04 Comdty","8/2004",23.78,"CLN04 Comdty","7/2004",23.18,"CLM04 Comdty","6/2004",23.32,"CLK04 Comdty","5/2004",22.6,"CLJ04 Comdty","4/2004",23.01,"CLH04 Comdty","3/2004",23.06,"CLG04 Comdty","2/2004",21.64,"CLF04 Comdty","1/2004",21.26
"24","CLU04 Comdty","9/2004",23.71,"CLQ04 Comdty","8/2004",23.12,"CLN04 Comdty","7/2004",23.24,"CLM04 Comdty","6/2004",22.55,"CLK04 Comdty","5/2004",22.91,"CLJ04 Comdty","4/2004",22.96,"CLH04 Comdty","3/2004",21.6,"CLG04 Comdty","2/2004",21.25
"25","CLV04 Comdty","10/2004",23.64,"CLU04 Comdty","9/2004",23.06,"CLQ04 Comdty","8/2004",23.16,"CLN04 Comdty","7/2004",22.5,"CLM04 Comdty","6/2004",22.82,"CLK04 Comdty","5/2004",22.86,"CLJ04 Comdty","4/2004",21.56,"CLH04 Comdty","3/2004",21.24
"26","CLX04 Comdty","11/2004",23.57,"CLV04 Comdty","10/2004",23,"CLU04 Comdty","9/2004",23.09,"CLQ04 Comdty","8/2004",22.46,"CLN04 Comdty","7/2004",22.76,"CLM04 Comdty","6/2004",22.78,"CLK04 Comdty","5/2004",21.52,"CLJ04 Comdty","4/2004",21.23
"27","CLZ04 Comdty","12/2004",23.5,"CLX04 Comdty","11/2004",22.94,"CLV04 Comdty","10/2004",23.02,"CLU04 Comdty","9/2004",22.42,"CLQ04 Comdty","8/2004",22.72,"CLN04 Comdty","7/2004",22.72,"CLM04 Comdty","6/2004",21.48,"CLK04 Comdty","5/2004",21.2
"28","CLF05 Comdty","1/2005",23.44,"CLZ04 Comdty","12/2004",22.88,"CLX04 Comdty","11/2004",22.95,"CLV04 Comdty","10/2004",22.38,"CLU04 Comdty","9/2004",22.68,"CLQ04 Comdty","8/2004",22.67,"CLN04 Comdty","7/2004",21.45,"CLM04 Comdty","6/2004",21.21
"29","CLG05 Comdty","2/2005",23.38,"CLF05 Comdty","1/2005",0,"CLZ04 Comdty","12/2004",22.89,"CLX04 Comdty","11/2004",22.34,"CLV04 Comdty","10/2004",0,"CLU04 Comdty","9/2004",22.63,"CLQ04 Comdty","8/2004",21.42,"CLN04 Comdty","7/2004",0
"30","CLH05 Comdty","3/2005",23.32,"CLG05 Comdty","2/2005",0,"CLF05 Comdty","1/2005",0,"CLZ04 Comdty","12/2004",22.3,"CLX04 Comdty","11/2004",0,"CLV04 Comdty","10/2004",0,"CLU04 Comdty","9/2004",21.39,"CLQ04 Comdty","8/2004",0
"31","CLM05 Comdty","6/2005",23.16,"","",0,"","",0,"","",0,"CLZ04 Comdty","12/2004",22.59,"","",0,"","",0,"","",0
"32","CLZ05 Comdty","12/2005",22.89,"CLM05 Comdty","6/2005",22.6,"","",0,"","",0,"","",0,"CLZ04 Comdty","12/2004",22.52,"","",0,"","",0
"33","CLZ06 Comdty","12/2006",22.43,"CLZ05 Comdty","12/2005",22.36,"CLM05 Comdty","6/2005",22.59,"","",0,"","",0,"","",0,"CLZ04 Comdty","12/2004",21.32,"","",0
"34","CLZ07 Comdty","12/2007",22.08,"CLZ06 Comdty","12/2006",21.9,"CLZ05 Comdty","12/2005",22.29,"CLM05 Comdty","6/2005",22.08,"","",0,"","",0,"","",0,"CLZ04 Comdty","12/2004",21.1
"35","CLZ08 Comdty","12/2008",21.84,"CLZ07 Comdty","12/2007",21.59,"CLZ06 Comdty","12/2006",21.84,"CLZ05 Comdty","12/2005",21.86,"","",0,"","",0,"","",0,"","",0
"36",NA,NA,NA,"CLZ08 Comdty","12/2008",21.37,"CLZ07 Comdty","12/2007",21.5,"CLZ06 Comdty","12/2006",21.43,"CLZ05 Comdty","12/2005",22.23,"","",0,"","",0,"","",0
"37",NA,NA,NA,NA,NA,NA,"CLZ08 Comdty","12/2008",21.26,"CLZ07 Comdty","12/2007",21.08,"CLZ06 Comdty","12/2006",21.89,"CLZ05 Comdty","12/2005",22.17,"","",0,"","",0
"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLZ08 Comdty","12/2008",20.87,"CLZ07 Comdty","12/2007",21.62,"CLZ06 Comdty","12/2006",21.83,"CLZ05 Comdty","12/2005",21.07,"","",0
"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLZ08 Comdty","12/2008",21.4,"CLZ07 Comdty","12/2007",21.59,"CLZ06 Comdty","12/2006",20.83,"CLZ05 Comdty","12/2005",20.96
"40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLZ08 Comdty","12/2008",21.41,"CLZ07 Comdty","12/2007",20.63,"CLZ06 Comdty","12/2006",20.81
"41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLZ08 Comdty","12/2008",20.47,"CLZ07 Comdty","12/2007",20.66
"42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLZ08 Comdty","12/2008",20.51
"43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
