"","Ticker","Period","Last_Price","Ticker.1","Period.1","Last_Price.1","Ticker.2","Period.2","Last_Price.2","Ticker.3","Period.3","Last_Price.3","Ticker.4","Period.4","Last_Price.4","Ticker.5","Period.5","Last_Price.5","Ticker.6","Period.6","Last_Price.6","Ticker.7","Period.7","Last_Price.7"
"16","CLF08 Comdty","1/2008",74.4,"CLZ07 Comdty","12/2007",78.42,"CLX07 Comdty","11/2007",75.59,"CLV07 Comdty","10/2007",72.84,"CLU07 Comdty","9/2007",76.02,"CLQ07 Comdty","8/2007",69.68,"CLN07 Comdty","7/2007",68.21,"CLM07 Comdty","6/2007",69.5
"17","CLG08 Comdty","2/2008",74.35,"CLF08 Comdty","1/2008",78.26,"CLZ07 Comdty","12/2007",75.42,"CLX07 Comdty","11/2007",72.66,"CLV07 Comdty","10/2007",75.84,"CLU07 Comdty","9/2007",69.6,"CLQ07 Comdty","8/2007",68.22,"CLN07 Comdty","7/2007",69.45
"18","CLH08 Comdty","3/2008",74.28,"CLG08 Comdty","2/2008",78.09,"CLF08 Comdty","1/2008",75.21,"CLZ07 Comdty","12/2007",72.48,"CLX07 Comdty","11/2007",75.66,"CLV07 Comdty","10/2007",69.52,"CLU07 Comdty","9/2007",68.22,"CLQ07 Comdty","8/2007",69.37
"19","CLJ08 Comdty","4/2008",74.18,"CLH08 Comdty","3/2008",77.92,"CLG08 Comdty","2/2008",74.99,"CLF08 Comdty","1/2008",72.27,"CLZ07 Comdty","12/2007",75.45,"CLX07 Comdty","11/2007",69.43,"CLV07 Comdty","10/2007",68.2,"CLU07 Comdty","9/2007",69.27
"20","CLK08 Comdty","5/2008",74.06,"CLJ08 Comdty","4/2008",77.75,"CLH08 Comdty","3/2008",74.77,"CLG08 Comdty","2/2008",72.06,"CLF08 Comdty","1/2008",75.23,"CLZ07 Comdty","12/2007",69.34,"CLX07 Comdty","11/2007",68.16,"CLV07 Comdty","10/2007",69.15
"21","CLM08 Comdty","6/2008",73.94,"CLK08 Comdty","5/2008",77.56,"CLJ08 Comdty","4/2008",74.55,"CLH08 Comdty","3/2008",71.86,"CLG08 Comdty","2/2008",75.01,"CLF08 Comdty","1/2008",69.22,"CLZ07 Comdty","12/2007",68.11,"CLX07 Comdty","11/2007",69
"22","CLN08 Comdty","7/2008",73.77,"CLM08 Comdty","6/2008",77.36,"CLK08 Comdty","5/2008",74.33,"CLJ08 Comdty","4/2008",71.63,"CLH08 Comdty","3/2008",74.78,"CLG08 Comdty","2/2008",69.11,"CLF08 Comdty","1/2008",68.05,"CLZ07 Comdty","12/2007",68.85
"23","CLQ08 Comdty","8/2008",73.61,"CLN08 Comdty","7/2008",77.17,"CLM08 Comdty","6/2008",74.11,"CLK08 Comdty","5/2008",71.4,"CLJ08 Comdty","4/2008",74.55,"CLH08 Comdty","3/2008",68.99,"CLG08 Comdty","2/2008",68,"CLF08 Comdty","1/2008",68.71
"24","CLU08 Comdty","9/2008",73.45,"CLQ08 Comdty","8/2008",76.98,"CLN08 Comdty","7/2008",73.91,"CLM08 Comdty","6/2008",71.17,"CLK08 Comdty","5/2008",74.31,"CLJ08 Comdty","4/2008",68.87,"CLH08 Comdty","3/2008",67.95,"CLG08 Comdty","2/2008",68.58
"25","CLV08 Comdty","10/2008",73.28,"CLU08 Comdty","9/2008",76.81,"CLQ08 Comdty","8/2008",73.71,"CLN08 Comdty","7/2008",70.95,"CLM08 Comdty","6/2008",74.07,"CLK08 Comdty","5/2008",68.76,"CLJ08 Comdty","4/2008",67.91,"CLH08 Comdty","3/2008",68.45
"26","CLX08 Comdty","11/2008",73.11,"CLV08 Comdty","10/2008",76.64,"CLU08 Comdty","9/2008",73.52,"CLQ08 Comdty","8/2008",70.75,"CLN08 Comdty","7/2008",73.86,"CLM08 Comdty","6/2008",68.64,"CLK08 Comdty","5/2008",67.87,"CLJ08 Comdty","4/2008",68.32
"27","CLZ08 Comdty","12/2008",72.94,"CLX08 Comdty","11/2008",76.48,"CLV08 Comdty","10/2008",73.33,"CLU08 Comdty","9/2008",70.58,"CLQ08 Comdty","8/2008",73.67,"CLN08 Comdty","7/2008",68.53,"CLM08 Comdty","6/2008",67.82,"CLK08 Comdty","5/2008",68.2
"28","CLF09 Comdty","1/2009",72.75,"CLZ08 Comdty","12/2008",76.32,"CLX08 Comdty","11/2008",73.15,"CLV08 Comdty","10/2008",70.41,"CLU08 Comdty","9/2008",73.48,"CLQ08 Comdty","8/2008",68.42,"CLN08 Comdty","7/2008",67.76,"CLM08 Comdty","6/2008",68.09
"29","CLG09 Comdty","2/2009",72.56,"CLF09 Comdty","1/2009",76.16,"CLZ08 Comdty","12/2008",72.97,"CLX08 Comdty","11/2008",70.25,"CLV08 Comdty","10/2008",73.3,"CLU08 Comdty","9/2008",68.31,"CLQ08 Comdty","8/2008",67.7,"","",0
"30","CLH09 Comdty","3/2009",72.39,"CLG09 Comdty","2/2009",76,"CLF09 Comdty","1/2009",72.82,"CLZ08 Comdty","12/2008",70.09,"CLX08 Comdty","11/2008",73.12,"CLV08 Comdty","10/2008",68.2,"CLU08 Comdty","9/2008",67.64,"","",0
"31","CLJ09 Comdty","4/2009",72.22,"CLH09 Comdty","3/2009",75.84,"CLG09 Comdty","2/2009",72.67,"CLF09 Comdty","1/2009",69.92,"CLZ08 Comdty","12/2008",72.95,"CLX08 Comdty","11/2008",68.11,"CLV08 Comdty","10/2008",67.57,"","",0
"32","CLK09 Comdty","5/2009",72.05,"CLJ09 Comdty","4/2009",75.67,"CLH09 Comdty","3/2009",72.52,"CLG09 Comdty","2/2009",69.76,"CLF09 Comdty","1/2009",72.82,"CLZ08 Comdty","12/2008",68.02,"CLX08 Comdty","11/2008",67.49,"","",0
"33","CLM09 Comdty","6/2009",71.89,"CLK09 Comdty","5/2009",75.5,"CLJ09 Comdty","4/2009",72.38,"CLH09 Comdty","3/2009",69.62,"CLG09 Comdty","2/2009",72.69,"CLF09 Comdty","1/2009",67.93,"CLZ08 Comdty","12/2008",67.41,"","",0
"34","CLN09 Comdty","7/2009",71.73,"CLM09 Comdty","6/2009",75.33,"CLK09 Comdty","5/2009",72.24,"CLJ09 Comdty","4/2009",69.49,"CLH09 Comdty","3/2009",72.56,"CLG09 Comdty","2/2009",67.85,"CLF09 Comdty","1/2009",67.35,"CLZ08 Comdty","12/2008",67.3
"35","CLQ09 Comdty","8/2009",71.56,"CLN09 Comdty","7/2009",75.16,"CLM09 Comdty","6/2009",72.09,"CLK09 Comdty","5/2009",69.36,"CLJ09 Comdty","4/2009",72.43,"CLH09 Comdty","3/2009",67.77,"CLG09 Comdty","2/2009",67.29,"","",0
"36","CLU09 Comdty","9/2009",71.39,"CLQ09 Comdty","8/2009",74.99,"CLN09 Comdty","7/2009",71.94,"CLM09 Comdty","6/2009",69.23,"CLK09 Comdty","5/2009",72.3,"CLJ09 Comdty","4/2009",67.69,"CLH09 Comdty","3/2009",67.23,"","",0
"37","CLV09 Comdty","10/2009",71.22,"CLU09 Comdty","9/2009",74.82,"CLQ09 Comdty","8/2009",71.79,"CLN09 Comdty","7/2009",69.09,"CLM09 Comdty","6/2009",72.17,"CLK09 Comdty","5/2009",67.61,"CLJ09 Comdty","4/2009",67.17,"","",0
"38","CLX09 Comdty","11/2009",71.04,"CLV09 Comdty","10/2009",74.65,"CLU09 Comdty","9/2009",71.64,"CLQ09 Comdty","8/2009",68.94,"CLN09 Comdty","7/2009",72.03,"CLM09 Comdty","6/2009",67.52,"CLK09 Comdty","5/2009",67.11,"","",0
"39","CLZ09 Comdty","12/2009",70.86,"CLX09 Comdty","11/2009",74.48,"CLV09 Comdty","10/2009",71.49,"CLU09 Comdty","9/2009",68.79,"CLQ09 Comdty","8/2009",71.9,"CLN09 Comdty","7/2009",67.43,"CLM09 Comdty","6/2009",67.04,"","",0
"40","CLF10 Comdty","1/2010",70.7,"CLZ09 Comdty","12/2009",74.3,"CLX09 Comdty","11/2009",71.33,"CLV09 Comdty","10/2009",68.64,"CLU09 Comdty","9/2009",71.77,"CLQ09 Comdty","8/2009",67.34,"CLN09 Comdty","7/2009",66.98,"","",0
"41","CLG10 Comdty","2/2010",70.54,"CLF10 Comdty","1/2010",74.14,"CLZ09 Comdty","12/2009",71.17,"CLX09 Comdty","11/2009",68.49,"CLV09 Comdty","10/2009",71.64,"CLU09 Comdty","9/2009",67.25,"CLQ09 Comdty","8/2009",66.91,"","",0
"42","CLH10 Comdty","3/2010",70.38,"CLG10 Comdty","2/2010",73.99,"CLF10 Comdty","1/2010",71.05,"CLZ09 Comdty","12/2009",68.34,"CLX09 Comdty","11/2009",71.51,"CLV09 Comdty","10/2009",67.17,"CLU09 Comdty","9/2009",66.84,"","",0
"43","CLJ10 Comdty","4/2010",70.22,"CLH10 Comdty","3/2010",73.84,"CLG10 Comdty","2/2010",70.93,"CLF10 Comdty","1/2010",68.23,"CLZ09 Comdty","12/2009",71.38,"CLX09 Comdty","11/2009",67.09,"CLV09 Comdty","10/2009",66.77,"","",0
"44","CLK10 Comdty","5/2010",70.06,"CLJ10 Comdty","4/2010",73.69,"CLH10 Comdty","3/2010",70.81,"CLG10 Comdty","2/2010",68.12,"CLF10 Comdty","1/2010",71.29,"CLZ09 Comdty","12/2009",67.01,"CLX09 Comdty","11/2009",66.7,"","",0
"45","CLM10 Comdty","6/2010",69.9,"CLK10 Comdty","5/2010",73.54,"CLJ10 Comdty","4/2010",70.69,"CLH10 Comdty","3/2010",68.01,"CLG10 Comdty","2/2010",71.19,"CLF10 Comdty","1/2010",66.93,"CLZ09 Comdty","12/2009",66.63,"","",0
"46","CLN10 Comdty","7/2010",69.75,"CLM10 Comdty","6/2010",73.39,"CLK10 Comdty","5/2010",70.57,"CLJ10 Comdty","4/2010",67.9,"CLH10 Comdty","3/2010",71.09,"CLG10 Comdty","2/2010",66.85,"CLF10 Comdty","1/2010",66.56,"CLZ09 Comdty","12/2009",65.95
"47","CLQ10 Comdty","8/2010",69.6,"CLN10 Comdty","7/2010",73.24,"CLM10 Comdty","6/2010",70.45,"CLK10 Comdty","5/2010",67.79,"CLJ10 Comdty","4/2010",70.99,"CLH10 Comdty","3/2010",66.77,"CLG10 Comdty","2/2010",66.49,"","",0
"48","CLU10 Comdty","9/2010",69.45,"CLQ10 Comdty","8/2010",73.09,"CLN10 Comdty","7/2010",70.33,"CLM10 Comdty","6/2010",67.68,"CLK10 Comdty","5/2010",70.89,"CLJ10 Comdty","4/2010",66.69,"CLH10 Comdty","3/2010",66.42,"","",0
"49","CLV10 Comdty","10/2010",69.3,"CLU10 Comdty","9/2010",72.94,"CLQ10 Comdty","8/2010",70.21,"CLN10 Comdty","7/2010",67.57,"CLM10 Comdty","6/2010",70.79,"CLK10 Comdty","5/2010",66.6,"CLJ10 Comdty","4/2010",66.36,"","",0
"50","CLX10 Comdty","11/2010",69.17,"CLV10 Comdty","10/2010",72.79,"CLU10 Comdty","9/2010",70.09,"CLQ10 Comdty","8/2010",67.46,"CLN10 Comdty","7/2010",70.69,"CLM10 Comdty","6/2010",66.51,"CLK10 Comdty","5/2010",66.3,"","",0
"51","CLZ10 Comdty","12/2010",69.06,"CLX10 Comdty","11/2010",72.64,"CLV10 Comdty","10/2010",69.97,"CLU10 Comdty","9/2010",67.34,"CLQ10 Comdty","8/2010",70.59,"CLN10 Comdty","7/2010",66.42,"CLM10 Comdty","6/2010",66.24,"","",0
"52","CLF11 Comdty","1/2011",68.93,"CLZ10 Comdty","12/2010",72.5,"CLX10 Comdty","11/2010",69.85,"CLV10 Comdty","10/2010",67.22,"CLU10 Comdty","9/2010",70.5,"CLQ10 Comdty","8/2010",66.33,"CLN10 Comdty","7/2010",66.17,"","",0
"53","CLG11 Comdty","2/2011",68.8,"CLF11 Comdty","1/2011",72.39,"CLZ10 Comdty","12/2010",69.74,"CLX10 Comdty","11/2010",67.11,"CLV10 Comdty","10/2010",70.41,"CLU10 Comdty","9/2010",66.24,"CLQ10 Comdty","8/2010",66.09,"","",0
"54","CLH11 Comdty","3/2011",68.67,"CLG11 Comdty","2/2011",72.28,"CLF11 Comdty","1/2011",69.65,"CLZ10 Comdty","12/2010",67,"CLX10 Comdty","11/2010",70.32,"CLV10 Comdty","10/2010",66.16,"CLU10 Comdty","9/2010",66.01,"","",0
"55","CLJ11 Comdty","4/2011",68.54,"CLH11 Comdty","3/2011",72.17,"CLG11 Comdty","2/2011",69.55,"CLF11 Comdty","1/2011",66.9,"CLZ10 Comdty","12/2010",70.23,"CLX10 Comdty","11/2010",66.08,"CLV10 Comdty","10/2010",65.94,"","",0
"56","CLK11 Comdty","5/2011",68.41,"CLJ11 Comdty","4/2011",72.06,"CLH11 Comdty","3/2011",69.45,"CLG11 Comdty","2/2011",66.8,"CLF11 Comdty","1/2011",70.14,"CLZ10 Comdty","12/2010",66.01,"CLX10 Comdty","11/2010",65.87,"","",0
"57","CLM11 Comdty","6/2011",68.28,"CLK11 Comdty","5/2011",71.95,"CLJ11 Comdty","4/2011",69.35,"CLH11 Comdty","3/2011",66.7,"CLG11 Comdty","2/2011",70.06,"CLF11 Comdty","1/2011",65.93,"CLZ10 Comdty","12/2010",65.8,"","",0
"58","CLN11 Comdty","7/2011",68.15,"CLM11 Comdty","6/2011",71.85,"CLK11 Comdty","5/2011",69.25,"CLJ11 Comdty","4/2011",66.6,"CLH11 Comdty","3/2011",69.98,"CLG11 Comdty","2/2011",65.86,"CLF11 Comdty","1/2011",65.72,"CLZ10 Comdty","12/2010",64.7
"59","CLQ11 Comdty","8/2011",68.04,"CLN11 Comdty","7/2011",71.75,"CLM11 Comdty","6/2011",69.15,"CLK11 Comdty","5/2011",66.5,"CLJ11 Comdty","4/2011",69.9,"CLH11 Comdty","3/2011",65.79,"CLG11 Comdty","2/2011",65.65,"","",0
"60","CLU11 Comdty","9/2011",67.93,"CLQ11 Comdty","8/2011",71.66,"CLN11 Comdty","7/2011",69.05,"CLM11 Comdty","6/2011",66.4,"CLK11 Comdty","5/2011",69.82,"CLJ11 Comdty","4/2011",65.72,"CLH11 Comdty","3/2011",65.57,"","",0
