"","Ticker","Period","Last_Price","Ticker.1","Period.1","Last_Price.1","Ticker.2","Period.2","Last_Price.2","Ticker.3","Period.3","Last_Price.3","Ticker.4","Period.4","Last_Price.4","Ticker.5","Period.5","Last_Price.5","Ticker.6","Period.6","Last_Price.6","Ticker.7","Period.7","Last_Price.7"
"17","CLN5 Comdty","7/2015",85.41,"CLM5 Comdty","6/2015",87.23,"CLK5 Comdty","5/2015",88.89,"CLJ5 Comdty","4/2015",88.63,"CLH5 Comdty","3/2015",90.71,"CLG5 Comdty","2/2015",92.34,"CLF5 Comdty","1/2015",92.49,"CLZ4 Comdty","12/2014",88.86
"18","CLQ5 Comdty","8/2015",84.88,"CLN5 Comdty","7/2015",86.67,"CLM5 Comdty","6/2015",88.51,"CLK5 Comdty","5/2015",88.25,"CLJ5 Comdty","4/2015",90.14,"CLH5 Comdty","3/2015",91.62,"CLG5 Comdty","2/2015",91.9,"CLF5 Comdty","1/2015",88.37
"19","CLU5 Comdty","9/2015",84.44,"CLQ5 Comdty","8/2015",86.21,"CLN5 Comdty","7/2015",88.08,"CLM5 Comdty","6/2015",87.9,"CLK5 Comdty","5/2015",89.66,"CLJ5 Comdty","4/2015",90.9,"CLH5 Comdty","3/2015",91.32,"CLG5 Comdty","2/2015",87.92
"20","CLV5 Comdty","10/2015",84.02,"CLU5 Comdty","9/2015",85.87,"CLQ5 Comdty","8/2015",87.71,"CLN5 Comdty","7/2015",87.47,"CLM5 Comdty","6/2015",89.24,"CLK5 Comdty","5/2015",90.27,"CLJ5 Comdty","4/2015",90.79,"CLH5 Comdty","3/2015",87.49
"21","CLX5 Comdty","11/2015",83.66,"CLV5 Comdty","10/2015",85.5,"CLU5 Comdty","9/2015",87.42,"CLQ5 Comdty","8/2015",87.08,"CLN5 Comdty","7/2015",88.7,"CLM5 Comdty","6/2015",89.73,"CLK5 Comdty","5/2015",90.37,"CLJ5 Comdty","4/2015",87.1
"22","CLZ5 Comdty","12/2015",83.33,"CLX5 Comdty","11/2015",85.2,"CLV5 Comdty","10/2015",87.12,"CLU5 Comdty","9/2015",86.77,"CLQ5 Comdty","8/2015",88.25,"CLN5 Comdty","7/2015",89.1,"CLM5 Comdty","6/2015",90.01,"CLK5 Comdty","5/2015",86.75
"23","CLF6 Comdty","1/2016",82.83,"CLZ5 Comdty","12/2015",84.93,"CLX5 Comdty","11/2015",86.86,"CLV5 Comdty","10/2015",86.5,"CLU5 Comdty","9/2015",87.88,"CLQ5 Comdty","8/2015",88.6,"CLN5 Comdty","7/2015",89.46,"CLM5 Comdty","6/2015",86.43
"24","CLG6 Comdty","2/2016",82.38,"CLF6 Comdty","1/2016",84.48,"CLZ5 Comdty","12/2015",86.64,"CLX5 Comdty","11/2015",86.27,"CLV5 Comdty","10/2015",87.56,"CLU5 Comdty","9/2015",88.16,"CLQ5 Comdty","8/2015",88.98,"CLN5 Comdty","7/2015",86.08
"25","CLH6 Comdty","3/2016",81.97,"CLG6 Comdty","2/2016",84.05,"CLF6 Comdty","1/2016",86.26,"CLZ5 Comdty","12/2015",86.1,"CLX5 Comdty","11/2015",87.33,"CLV5 Comdty","10/2015",87.76,"CLU5 Comdty","9/2015",88.54,"CLQ5 Comdty","8/2015",85.77
"26","CLJ6 Comdty","4/2016",81.62,"CLH6 Comdty","3/2016",83.66,"CLG6 Comdty","2/2016",85.92,"CLF6 Comdty","1/2016",85.72,"CLZ5 Comdty","12/2015",87.13,"CLX5 Comdty","11/2015",87.45,"CLV5 Comdty","10/2015",88.2,"CLU5 Comdty","9/2015",85.5
"27","CLK6 Comdty","5/2016",81.32,"CLJ6 Comdty","4/2016",83.3,"CLH6 Comdty","3/2016",85.61,"CLG6 Comdty","2/2016",85.38,"CLF6 Comdty","1/2016",86.72,"CLZ5 Comdty","12/2015",87.22,"CLX5 Comdty","11/2015",87.95,"CLV5 Comdty","10/2015",85.25
"28","CLM6 Comdty","6/2016",81.06,"CLK6 Comdty","5/2016",82.97,"CLJ6 Comdty","4/2016",85.33,"CLH6 Comdty","3/2016",85.06,"CLG6 Comdty","2/2016",86.34,"CLF6 Comdty","1/2016",86.77,"CLZ5 Comdty","12/2015",87.75,"CLX5 Comdty","11/2015",85.03
"29","CLN6 Comdty","7/2016",80.72,"CLM6 Comdty","6/2016",82.67,"CLK6 Comdty","5/2016",85.09,"CLJ6 Comdty","4/2016",84.79,"CLH6 Comdty","3/2016",86.01,"CLG6 Comdty","2/2016",86.34,"CLF6 Comdty","1/2016",87.34,"CLZ5 Comdty","12/2015",84.85
"30","CLQ6 Comdty","8/2016",80.43,"CLN6 Comdty","7/2016",82.33,"CLM6 Comdty","6/2016",84.9,"CLK6 Comdty","5/2016",84.56,"CLJ6 Comdty","4/2016",85.7,"CLH6 Comdty","3/2016",85.94,"CLG6 Comdty","2/2016",86.93,"CLF6 Comdty","1/2016",84.56
"31","CLU6 Comdty","9/2016",80.17,"CLQ6 Comdty","8/2016",82.02,"CLN6 Comdty","7/2016",84.64,"CLM6 Comdty","6/2016",84.36,"CLK6 Comdty","5/2016",85.43,"CLJ6 Comdty","4/2016",85.57,"CLH6 Comdty","3/2016",86.53,"CLG6 Comdty","2/2016",84.27
"32","CLV6 Comdty","10/2016",79.95,"CLU6 Comdty","9/2016",81.75,"CLQ6 Comdty","8/2016",84.41,"CLN6 Comdty","7/2016",84.1,"CLM6 Comdty","6/2016",85.19,"CLK6 Comdty","5/2016",85.22,"CLJ6 Comdty","4/2016",86.14,"CLH6 Comdty","3/2016",83.99
"33","CLX6 Comdty","11/2016",79.77,"CLV6 Comdty","10/2016",81.53,"CLU6 Comdty","9/2016",84.21,"CLQ6 Comdty","8/2016",83.89,"CLN6 Comdty","7/2016",84.9,"CLM6 Comdty","6/2016",84.91,"CLK6 Comdty","5/2016",85.77,"CLJ6 Comdty","4/2016",83.72
"34","CLZ6 Comdty","12/2016",79.63,"CLX6 Comdty","11/2016",81.35,"CLV6 Comdty","10/2016",84.05,"CLU6 Comdty","9/2016",83.72,"CLQ6 Comdty","8/2016",84.69,"CLN6 Comdty","7/2016",84.59,"CLM6 Comdty","6/2016",85.46,"CLK6 Comdty","5/2016",83.47
"35","CLF7 Comdty","1/2017",79.37,"CLZ6 Comdty","12/2016",81.21,"CLX6 Comdty","11/2016",83.93,"CLV6 Comdty","10/2016",83.59,"CLU6 Comdty","9/2016",84.52,"CLQ6 Comdty","8/2016",84.36,"CLN6 Comdty","7/2016",85.13,"CLM6 Comdty","6/2016",83.23
"36","CLG7 Comdty","2/2017",79.13,"CLF7 Comdty","1/2017",80.94,"CLZ6 Comdty","12/2016",83.84,"CLX6 Comdty","11/2016",83.5,"CLV6 Comdty","10/2016",84.39,"CLU6 Comdty","9/2016",84.19,"CLQ6 Comdty","8/2016",84.88,"CLN6 Comdty","7/2016",82.97
"37","CLH7 Comdty","3/2017",78.9,"CLG7 Comdty","2/2017",80.68,"CLF7 Comdty","1/2017",83.64,"CLZ6 Comdty","12/2016",83.44,"CLX6 Comdty","11/2016",84.28,"CLV6 Comdty","10/2016",84.05,"CLU6 Comdty","9/2016",84.7,"CLQ6 Comdty","8/2016",82.74
"38","CLJ7 Comdty","4/2017",78.68,"CLH7 Comdty","3/2017",80.43,"CLG7 Comdty","2/2017",83.45,"CLF7 Comdty","1/2017",83.27,"CLZ6 Comdty","12/2016",84.22,"CLX6 Comdty","11/2016",83.94,"CLV6 Comdty","10/2016",84.54,"CLU6 Comdty","9/2016",82.55
"39","CLK7 Comdty","5/2017",78.46,"CLJ7 Comdty","4/2017",80.2,"CLH7 Comdty","3/2017",83.27,"CLG7 Comdty","2/2017",83.11,"CLF7 Comdty","1/2017",84.05,"CLZ6 Comdty","12/2016",83.88,"CLX6 Comdty","11/2016",84.42,"CLV6 Comdty","10/2016",82.39
"40","CLM7 Comdty","6/2017",78.25,"CLK7 Comdty","5/2017",79.97,"CLJ7 Comdty","4/2017",83.1,"CLH7 Comdty","3/2017",82.95,"CLG7 Comdty","2/2017",83.88,"CLF7 Comdty","1/2017",83.71,"CLZ6 Comdty","12/2016",84.33,"CLX6 Comdty","11/2016",82.26
"41","CLN7 Comdty","7/2017",78.02,"CLM7 Comdty","6/2017",79.76,"CLK7 Comdty","5/2017",82.94,"CLJ7 Comdty","4/2017",82.8,"CLH7 Comdty","3/2017",83.72,"CLG7 Comdty","2/2017",83.55,"CLF7 Comdty","1/2017",84.14,"CLZ6 Comdty","12/2016",82.15
"42","CLQ7 Comdty","8/2017",77.83,"CLN7 Comdty","7/2017",79.53,"CLM7 Comdty","6/2017",82.79,"CLK7 Comdty","5/2017",82.67,"CLJ7 Comdty","4/2017",83.56,"CLH7 Comdty","3/2017",83.4,"CLG7 Comdty","2/2017",83.96,"CLF7 Comdty","1/2017",81.95
"43","CLU7 Comdty","9/2017",77.68,"CLQ7 Comdty","8/2017",79.33,"CLN7 Comdty","7/2017",82.61,"CLM7 Comdty","6/2017",82.56,"CLK7 Comdty","5/2017",83.42,"CLJ7 Comdty","4/2017",83.27,"CLH7 Comdty","3/2017",83.79,"CLG7 Comdty","2/2017",81.76
"44","CLV7 Comdty","10/2017",77.56,"CLU7 Comdty","9/2017",79.17,"CLQ7 Comdty","8/2017",82.47,"CLN7 Comdty","7/2017",82.43,"CLM7 Comdty","6/2017",83.29,"CLK7 Comdty","5/2017",83.15,"CLJ7 Comdty","4/2017",83.63,"CLH7 Comdty","3/2017",81.58
"45","CLX7 Comdty","11/2017",77.47,"CLV7 Comdty","10/2017",79.04,"CLU7 Comdty","9/2017",82.35,"CLQ7 Comdty","8/2017",82.32,"CLN7 Comdty","7/2017",83.13,"CLM7 Comdty","6/2017",83.03,"CLK7 Comdty","5/2017",83.47,"CLJ7 Comdty","4/2017",81.41
"46","CLZ7 Comdty","12/2017",77.41,"CLX7 Comdty","11/2017",78.93,"CLV7 Comdty","10/2017",82.27,"CLU7 Comdty","9/2017",82.24,"CLQ7 Comdty","8/2017",83,"CLN7 Comdty","7/2017",82.85,"CLM7 Comdty","6/2017",83.32,"CLK7 Comdty","5/2017",81.25
"47","CLF8 Comdty","1/2018",77.24,"CLZ7 Comdty","12/2017",78.86,"CLX7 Comdty","11/2017",82.21,"CLV7 Comdty","10/2017",82.18,"CLU7 Comdty","9/2017",82.91,"CLQ7 Comdty","8/2017",82.69,"CLN7 Comdty","7/2017",83.13,"CLM7 Comdty","6/2017",81.1
"48","CLG8 Comdty","2/2018",77.08,"CLF8 Comdty","1/2018",78.72,"CLZ7 Comdty","12/2017",82.18,"CLX7 Comdty","11/2017",82.14,"CLV7 Comdty","10/2017",82.84,"CLU7 Comdty","9/2017",82.55,"CLQ7 Comdty","8/2017",82.97,"CLN7 Comdty","7/2017",80.91
"49","CLH8 Comdty","3/2018",76.92,"CLG8 Comdty","2/2018",78.58,"CLF8 Comdty","1/2018",82.05,"CLZ7 Comdty","12/2017",82.13,"CLX7 Comdty","11/2017",82.79,"CLV7 Comdty","10/2017",82.44,"CLU7 Comdty","9/2017",82.82,"CLQ7 Comdty","8/2017",80.75
"50","CLJ8 Comdty","4/2018",76.77,"CLH8 Comdty","3/2018",78.45,"CLG8 Comdty","2/2018",81.92,"CLF8 Comdty","1/2018",82.03,"CLZ7 Comdty","12/2017",82.76,"CLX7 Comdty","11/2017",82.37,"CLV7 Comdty","10/2017",82.7,"CLU7 Comdty","9/2017",80.61
"51","CLK8 Comdty","5/2018",76.63,"CLJ8 Comdty","4/2018",78.32,"CLH8 Comdty","3/2018",81.8,"CLG8 Comdty","2/2018",81.94,"CLF8 Comdty","1/2018",82.66,"CLZ7 Comdty","12/2017",82.33,"CLX7 Comdty","11/2017",82.59,"CLV7 Comdty","10/2017",80.48
"52","CLM8 Comdty","6/2018",76.5,"CLK8 Comdty","5/2018",78.2,"CLJ8 Comdty","4/2018",81.68,"CLH8 Comdty","3/2018",81.85,"CLG8 Comdty","2/2018",82.56,"CLF8 Comdty","1/2018",82.22,"CLZ7 Comdty","12/2017",82.51,"CLX7 Comdty","11/2017",80.37
"53","CLN8 Comdty","7/2018",76.34,"CLM8 Comdty","6/2018",78.08,"CLK8 Comdty","5/2018",81.56,"CLJ8 Comdty","4/2018",81.76,"CLH8 Comdty","3/2018",82.47,"CLG8 Comdty","2/2018",82.12,"CLF8 Comdty","1/2018",82.37,"CLZ7 Comdty","12/2017",80.27
"54","CLQ8 Comdty","8/2018",76.19,"CLN8 Comdty","7/2018",77.95,"CLM8 Comdty","6/2018",81.45,"CLK8 Comdty","5/2018",81.68,"CLJ8 Comdty","4/2018",82.38,"CLH8 Comdty","3/2018",82.02,"CLG8 Comdty","2/2018",82.23,"CLF8 Comdty","1/2018",80.11
"55","CLU8 Comdty","9/2018",76.06,"CLQ8 Comdty","8/2018",77.84,"CLN8 Comdty","7/2018",81.35,"CLM8 Comdty","6/2018",81.6,"CLK8 Comdty","5/2018",82.3,"CLJ8 Comdty","4/2018",81.93,"CLH8 Comdty","3/2018",82.1,"CLG8 Comdty","2/2018",79.95
"56","CLV8 Comdty","10/2018",75.93,"CLU8 Comdty","9/2018",77.73,"CLQ8 Comdty","8/2018",81.25,"CLN8 Comdty","7/2018",81.53,"CLM8 Comdty","6/2018",82.23,"CLK8 Comdty","5/2018",81.84,"CLJ8 Comdty","4/2018",81.98,"CLH8 Comdty","3/2018",79.8
"57","CLX8 Comdty","11/2018",75.81,"CLV8 Comdty","10/2018",77.63,"CLU8 Comdty","9/2018",81.15,"CLQ8 Comdty","8/2018",81.46,"CLN8 Comdty","7/2018",82.16,"CLM8 Comdty","6/2018",81.76,"CLK8 Comdty","5/2018",81.86,"CLJ8 Comdty","4/2018",79.66
"58","CLZ8 Comdty","12/2018",75.71,"CLX8 Comdty","11/2018",77.53,"CLV8 Comdty","10/2018",81.06,"CLU8 Comdty","9/2018",81.39,"CLQ8 Comdty","8/2018",82.09,"CLN8 Comdty","7/2018",81.68,"CLM8 Comdty","6/2018",81.74,"CLK8 Comdty","5/2018",79.53
"59","CLF9 Comdty","1/2019",75.61,"CLZ8 Comdty","12/2018",77.45,"CLX8 Comdty","11/2018",80.97,"CLV8 Comdty","10/2018",81.33,"CLU8 Comdty","9/2018",82.02,"CLQ8 Comdty","8/2018",81.6,"CLN8 Comdty","7/2018",81.63,"CLM8 Comdty","6/2018",79.4
"60","CLG9 Comdty","2/2019",75.51,"CLF9 Comdty","1/2019",77.38,"CLZ8 Comdty","12/2018",80.88,"CLX8 Comdty","11/2018",81.28,"CLV8 Comdty","10/2018",81.96,"CLU8 Comdty","9/2018",81.53,"CLQ8 Comdty","8/2018",81.53,"CLN8 Comdty","7/2018",79.28
